Source Function / Function / Call Stack	CPU Time	Clockticks	Instructions Retired	CPI Rate	Retiring	Front-End Bound	Bad Speculation	L1 Bound	L2 Bound	L3 Bound	Memory Bandwidth	Local DRAM	Remote DRAM	Remote Cache	Store Bound	Core Bound	Average CPU Frequency	Module	Function (Full)	Source File	Start Address
at::native::AVX2::vectorized_loop<at::native::(anonymous namespace)::div_true_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()(void) const::{lambda()#2}::operator()(void) const::{lambda(floatfloat)#1}&, at::native::(anonymous namespace)::div_true_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()(void) const::{lambda()#2}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<float>at::vec::AVX2::Vectorized<float>)#2}&>.isra.0	154.380s	544,864,000,000	221,376,000,000	2.461	12.6%	0.3%	1.1%	23.6%	11.6%	6.9%	90.6%	0.0%	0.0%	0.0%	8.3%	39.2%	3.5 GHz	[Unknown]	at::native::AVX2::vectorized_loop<at::native::(anonymous namespace)::div_true_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()(void) const::{lambda()#2}::operator()(void) const::{lambda(floatfloat)#1}&, at::native::(anonymous namespace)::div_true_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()(void) const::{lambda()#2}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<float>at::vec::AVX2::Vectorized<float>)#2}&>(char**, long, long, at::native::(anonymous namespace)::div_true_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()(void) const::{lambda()#2}::operator()(void) const::{lambda(floatfloat)#1}&&&, at::native::(anonymous namespace)::div_true_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()(void) const::{lambda()#2}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<float>at::vec::AVX2::Vectorized<float>)#2}&&&).isra.0	[Unknown]	0
decompress_onepass	138.760s	469,984,000,000	946,112,000,000	0.497	53.7%	5.6%	20.9%	3.4%	0.1%	0.0%	8.5%	0.0%	0.0%	0.0%	0.3%	17.4%	3.4 GHz	[Unknown]	decompress_onepass	[Unknown]	0
ImagingUnpackRGB	133.645s	459,488,000,000	1,831,376,000,000	0.251	87.1%	5.8%	0.0%	0.8%	0.1%	0.0%	9.9%	0.0%	0.0%	0.0%	1.4%	7.7%	3.4 GHz	[Unknown]	ImagingUnpackRGB	[Unknown]	0
clear_page_erms	129.700s	463,456,000,000	18,896,000,000	24.527	6.4%	1.1%	0.0%	0.0%	0.0%	0.0%	2.1%	0.0%	0.0%	0.0%	92.0%	46.0%	3.6 GHz	[Unknown]	clear_page_erms	[Unknown]	0
_PyEval_EvalFrameDefault	84.870s	280,000,000,000	264,064,000,000	1.060	21.0%	37.0%	21.5%	6.8%	2.0%	18.9%	26.4%	9.7%	1.4%	0.0%	3.3%	5.7%	3.3 GHz	[Unknown]	_PyEval_EvalFrameDefault	ceval.c	0
c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(unsigned char)#1}, at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<unsigned char>)#2}>>	84.775s	294,816,000,000	1,404,000,000,000	0.210	96.2%	0.3%	0.0%	0.0%	0.1%	0.2%	46.3%	0.0%	0.0%	0.0%	0.0%	6.5%	3.5 GHz	[Unknown]	c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(unsigned char)#1}, at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<unsigned char>)#2}>>(long, char**, long const*, long, long)	[Unknown]	0
__memset_avx2_erms	82.290s	269,104,000,000	224,000,000	1,201.357	5.2%	0.4%	0.0%	0.0%	0.0%	0.0%	1.1%	0.0%	0.0%	0.0%	90.9%	48.5%	3.3 GHz	[Unknown]	__memset_avx2_erms	memset-vec-unaligned-erms.S	0
at::native::(anonymous namespace)::cat_serial_kernel	75.385s	274,064,000,000	106,336,000,000	2.577	9.5%	6.7%	5.0%	2.8%	0.0%	3.1%	63.7%	100.0%	6.6%	0.0%	6.3%	29.6%	3.6 GHz	[Unknown]	at::native::(anonymous namespace)::cat_serial_kernel(at::Tensor const&, std::vector<std::reference_wrapper<at::Tensor const>, std::allocator<std::reference_wrapper<at::Tensor const>>> const&, long)	[Unknown]	0
page_fault	54.450s	190,016,000,000	5,296,000,000	35.879	11.2%	12.5%	8.1%	0.0%	1.2%	0.0%	47.0%	0.0%	0.0%	0.0%	8.5%	48.7%	3.5 GHz	[Unknown]	page_fault	[Unknown]	0
prepare_exit_to_usermode	49.705s	180,896,000,000	15,280,000,000	11.839	9.9%	13.6%	0.0%	2.1%	0.4%	0.5%	5.0%	0.0%	0.0%	0.0%	0.0%	64.7%	3.6 GHz	[Unknown]	prepare_exit_to_usermode	[Unknown]	0
jpeg_idct_16x8	44.035s	161,808,000,000	522,160,000,000	0.310	90.3%	3.6%	4.3%	0.6%	0.0%	0.0%	20.7%	0.0%	0.0%	0.0%	0.2%	1.8%	3.7 GHz	[Unknown]	jpeg_idct_16x8	[Unknown]	0
jpeg_huff_decode	41.775s	151,632,000,000	137,584,000,000	1.102	24.6%	18.3%	56.2%	2.3%	0.7%	0.3%	12.2%	0.0%	0.0%	0.0%	0.0%	0.8%	3.6 GHz	[Unknown]	jpeg_huff_decode	[Unknown]	0
c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::TensorIteratorBase::loop_2d_from_1d<at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1}>(, signed char, at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1} const&)::{lambda(char**long const*, long, long)#1}>	37.145s	123,168,000,000	135,952,000,000	0.906	28.3%	0.7%	0.0%	8.8%	20.0%	9.0%	97.5%	0.0%	0.0%	0.0%	40.1%	18.3%	3.3 GHz	[Unknown]	c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::TensorIteratorBase::loop_2d_from_1d<at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1}>(, signed char, at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1} const&)::{lambda(char**long const*, long, long)#1}>(long, char**, long const*, long, long)	[Unknown]	0
ImagingPackRGB	33.875s	112,640,000,000	452,256,000,000	0.249	81.6%	4.9%	5.9%	0.9%	0.3%	0.7%	44.9%	0.0%	0.0%	0.0%	0.5%	6.4%	3.3 GHz	[Unknown]	ImagingPackRGB	[Unknown]	0
c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(floatfloat)#1}, at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<float>at::vec::AVX2::Vectorized<float>)#2}>>	32.020s	107,792,000,000	106,320,000,000	1.014	25.9%	18.5%	0.0%	0.0%	13.8%	24.6%	100.0%	0.0%	0.0%	0.0%	2.8%	20.2%	3.4 GHz	[Unknown]	c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(floatfloat)#1}, at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<float>at::vec::AVX2::Vectorized<float>)#2}>>(long, char**, long const*, long, long)	[Unknown]	0
zap_pte_range.isra.0	31.180s	99,376,000,000	49,136,000,000	2.022	15.4%	5.9%	0.0%	0.0%	7.1%	0.0%	14.6%	32.5%	50.3%	0.0%	0.0%	0.0%	3.2 GHz	[Unknown]	zap_pte_range.isra.0	[Unknown]	0
func@0x159f20	27.440s	91,936,000,000	162,896,000,000	0.564	45.2%	0.9%	2.3%	3.1%	10.6%	0.0%	0.3%	0.0%	0.0%	0.0%	0.0%	33.2%	3.4 GHz	[Unknown]	func@0x159f20	[Unknown]	0
__memset_avx2_unaligned_erms	26.890s	96,272,000,000	164,992,000,000	0.583	46.0%	26.1%	18.3%	6.9%	0.0%	0.0%	9.8%	0.0%	0.0%	0.0%	6.5%	4.5%	3.6 GHz	[Unknown]	__memset_avx2_unaligned_erms	memset-vec-unaligned-erms.S	0
_int_malloc	26.410s	87,984,000,000	26,640,000,000	3.303	6.1%	30.8%	8.9%	11.9%	3.4%	35.2%	37.2%	4.6%	0.0%	0.0%	0.0%	13.0%	3.3 GHz	[Unknown]	_int_malloc	malloc.c	0
mem_cgroup_try_charge	26.375s	87,776,000,000	10,064,000,000	8.722	3.5%	0.1%	1.1%	3.6%	0.0%	0.0%	0.0%	0.0%	2.6%	0.0%	99.8%	46.1%	3.3 GHz	[Unknown]	mem_cgroup_try_charge	[Unknown]	0
_Py_DECREF	24.810s	86,784,000,000	71,664,000,000	1.211	22.8%	50.4%	22.4%	7.1%	2.4%	19.9%	32.8%	0.0%	0.0%	0.0%	1.2%	0.8%	3.5 GHz	[Unknown]	_Py_DECREF	object.h	0
copy_user_enhanced_fast_string	21.865s	76,208,000,000	1,520,000,000	50.137	6.9%	0.5%	0.0%	0.0%	9.8%	6.1%	84.4%	100.0%	100.0%	100.0%	43.7%	7.7%	3.5 GHz	[Unknown]	copy_user_enhanced_fast_string	[Unknown]	0
swapgs_restore_regs_and_return_to_usermode	19.320s	58,096,000,000	13,232,000,000	4.391	12.0%	23.3%	5.8%	4.4%	1.5%	0.0%	4.1%	0.0%	0.0%	0.0%	0.0%	51.3%	3.0 GHz	[Unknown]	swapgs_restore_regs_and_return_to_usermode	[Unknown]	0
ImagingFlipLeftRight	19.070s	65,232,000,000	306,288,000,000	0.213	94.3%	0.8%	0.0%	2.1%	0.0%	0.9%	36.3%	0.0%	0.0%	0.0%	1.4%	5.7%	3.4 GHz	[Unknown]	ImagingFlipLeftRight	[Unknown]	0
error_entry	17.645s	65,600,000,000	13,536,000,000	4.846	10.8%	10.0%	5.1%	0.0%	0.5%	0.0%	7.3%	0.0%	0.0%	0.0%	0.0%	74.2%	3.7 GHz	[Unknown]	error_entry	[Unknown]	0
clock_gettime	17.550s	67,136,000,000	140,512,000,000	0.478	54.6%	0.2%	0.0%	13.4%	0.0%	0.0%	0.4%	0.0%	0.0%	0.0%	0.0%	51.9%	3.8 GHz	[Unknown]	clock_gettime	[Unknown]	0
rmqueue	15.665s	59,776,000,000	48,720,000,000	1.227	21.7%	4.7%	0.0%	15.8%	0.5%	1.6%	15.1%	33.0%	51.2%	0.0%	58.2%	18.9%	3.8 GHz	[Unknown]	rmqueue	[Unknown]	0
func@0x4e0d70	15.655s	57,424,000,000	47,200,000,000	1.217	24.5%	2.4%	34.6%	0.0%	0.3%	0.0%	0.3%	0.0%	0.0%	0.0%	0.0%	38.3%	3.7 GHz	[Unknown]	func@0x4e0d70	[Unknown]	0
_Py_INCREF	15.420s	52,208,000,000	36,512,000,000	1.430	16.8%	38.8%	19.8%	6.6%	6.3%	23.5%	31.3%	37.0%	0.0%	0.0%	7.5%	8.6%	3.4 GHz	[Unknown]	_Py_INCREF	object.h	0
filemap_map_pages	14.480s	52,672,000,000	24,624,000,000	2.139	10.9%	3.9%	0.6%	8.8%	0.0%	0.3%	31.3%	100.0%	100.0%	0.0%	0.0%	18.1%	3.6 GHz	[Unknown]	filemap_map_pages	[Unknown]	0
__handle_mm_fault	13.670s	49,008,000,000	77,904,000,000	0.629	43.2%	36.0%	19.7%	7.7%	0.0%	3.4%	6.1%	0.0%	0.0%	0.0%	0.0%	0.7%	3.6 GHz	[Unknown]	__handle_mm_fault	[Unknown]	0
get_mem_cgroup_from_mm	13.430s	43,104,000,000	8,000,000,000	5.388	3.4%	1.2%	2.6%	86.0%	6.6%	0.7%	1.7%	0.0%	0.0%	0.0%	88.7%	0.0%	3.2 GHz	[Unknown]	get_mem_cgroup_from_mm	[Unknown]	0
change_pte_range	12.740s	43,600,000,000	19,424,000,000	2.245	11.6%	0.6%	1.8%	3.4%	0.0%	0.0%	75.0%	100.0%	100.0%	0.0%	0.0%	16.2%	3.4 GHz	[Unknown]	change_pte_range	[Unknown]	0
pymalloc_alloc	11.580s	36,304,000,000	19,776,000,000	1.836	16.7%	56.4%	19.3%	13.2%	9.9%	25.7%	32.2%	6.6%	0.0%	0.0%	1.7%	0.5%	3.1 GHz	[Unknown]	pymalloc_alloc	obmalloc.c	0
xas_load	11.145s	40,352,000,000	46,016,000,000	0.877	26.5%	10.2%	6.8%	10.4%	1.1%	1.1%	19.0%	29.1%	22.5%	0.0%	6.3%	24.1%	3.6 GHz	[Unknown]	xas_load	[Unknown]	0
lookdict_unicode_nodummy	10.415s	35,904,000,000	19,440,000,000	1.847	11.1%	47.5%	21.8%	2.1%	0.0%	31.3%	32.6%	0.0%	0.0%	0.0%	1.3%	10.2%	3.4 GHz	[Unknown]	lookdict_unicode_nodummy	dictobject.c	0
free_pcppages_bulk	10.405s	38,032,000,000	36,576,000,000	1.040	18.4%	1.5%	4.5%	12.2%	0.0%	0.0%	11.8%	50.2%	100.0%	0.0%	0.0%	15.3%	3.7 GHz	[Unknown]	free_pcppages_bulk	[Unknown]	0
try_charge	10.395s	35,664,000,000	12,944,000,000	2.755	9.3%	1.4%	0.0%	16.4%	2.1%	0.8%	1.3%	0.0%	0.0%	0.0%	79.9%	37.7%	3.4 GHz	[Unknown]	try_charge	[Unknown]	0
find_get_entries	9.645s	33,104,000,000	12,864,000,000	2.573	10.1%	2.6%	6.1%	4.1%	3.2%	0.7%	34.0%	78.3%	97.1%	0.0%	0.0%	12.0%	3.4 GHz	[Unknown]	find_get_entries	[Unknown]	0
_PyType_Lookup	9.605s	29,360,000,000	29,024,000,000	1.012	27.0%	41.3%	6.1%	3.6%	6.6%	24.5%	40.9%	10.2%	0.0%	0.0%	1.0%	7.9%	3.1 GHz	[Unknown]	_PyType_Lookup	typeobject.c	0
release_pages	9.560s	28,832,000,000	48,816,000,000	0.591	43.0%	28.4%	3.9%	20.8%	4.7%	0.0%	8.3%	0.0%	0.0%	0.0%	0.5%	8.2%	3.0 GHz	[Unknown]	release_pages	[Unknown]	0
precompute_coeffs	9.455s	29,008,000,000	74,192,000,000	0.391	73.9%	1.8%	0.0%	5.7%	0.0%	1.0%	21.2%	0.0%	0.0%	0.0%	1.6%	29.3%	3.1 GHz	[Unknown]	precompute_coeffs	[Unknown]	0
__mod_memcg_state	8.765s	24,960,000,000	39,856,000,000	0.626	45.1%	28.5%	0.7%	17.4%	0.0%	6.0%	8.4%	0.0%	0.0%	0.0%	0.6%	5.4%	2.8 GHz	[Unknown]	__mod_memcg_state	[Unknown]	0
__pagevec_lru_add_fn	8.505s	23,136,000,000	31,136,000,000	0.743	56.7%	41.9%	9.5%	33.1%	0.0%	0.0%	1.9%	0.0%	0.0%	0.0%	0.0%	0.0%	2.7 GHz	[Unknown]	__pagevec_lru_add_fn	[Unknown]	0
func@0x291e70	8.485s	26,224,000,000	69,296,000,000	0.378	62.9%	10.3%	0.0%	23.5%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	61.8%	3.1 GHz	[Unknown]	func@0x291e70	[Unknown]	0
mem_cgroup_try_charge_delay	8.285s	39,056,000,000	5,824,000,000	6.706	5.5%	0.8%	0.0%	1.5%	0.4%	0.0%	0.0%	0.0%	0.0%	0.0%	88.7%	44.2%	4.7 GHz	[Unknown]	mem_cgroup_try_charge_delay	[Unknown]	0
handle_mm_fault	8.240s	27,840,000,000	41,952,000,000	0.664	38.2%	6.7%	0.0%	25.3%	0.0%	3.2%	4.3%	0.0%	0.0%	0.0%	0.0%	40.7%	3.4 GHz	[Unknown]	handle_mm_fault	[Unknown]	0
func@0x36a860	8.175s	30,464,000,000	39,008,000,000	0.781	21.1%	1.8%	45.7%	5.9%	0.0%	0.5%	0.5%	0.0%	0.0%	0.0%	0.0%	25.9%	3.7 GHz	[Unknown]	func@0x36a860	[Unknown]	0
__mod_lruvec_state	8.055s	31,072,000,000	38,208,000,000	0.813	38.1%	14.7%	5.2%	15.9%	2.4%	7.7%	9.2%	0.0%	8.8%	0.0%	0.0%	18.6%	3.9 GHz	[Unknown]	__mod_lruvec_state	[Unknown]	0
_PyEval_MakeFrameVector	7.985s	23,456,000,000	16,672,000,000	1.407	13.8%	39.6%	24.3%	3.2%	0.0%	25.6%	32.0%	0.0%	40.2%	0.0%	26.9%	0.0%	2.9 GHz	[Unknown]	_PyEval_MakeFrameVector	ceval.c	0
mark_page_accessed	7.600s	23,152,000,000	18,272,000,000	1.267	26.2%	21.5%	8.0%	20.7%	0.0%	0.0%	13.0%	0.0%	0.0%	0.0%	0.0%	13.3%	3.0 GHz	[Unknown]	mark_page_accessed	[Unknown]	0
__mod_node_page_state	7.450s	25,536,000,000	43,344,000,000	0.589	46.7%	21.0%	20.3%	12.3%	0.0%	1.8%	4.7%	0.0%	0.0%	0.0%	0.0%	4.3%	3.4 GHz	[Unknown]	__mod_node_page_state	[Unknown]	0
lookdict_unicode	7.370s	21,376,000,000	11,120,000,000	1.922	10.8%	42.4%	31.0%	2.1%	8.4%	41.4%	44.9%	0.0%	0.0%	0.0%	2.1%	5.6%	2.9 GHz	[Unknown]	lookdict_unicode	dictobject.c	0
_int_free	7.370s	26,736,000,000	23,824,000,000	1.122	29.5%	56.6%	2.1%	10.7%	2.2%	17.4%	37.6%	10.9%	0.0%	0.0%	0.0%	4.8%	3.6 GHz	[Unknown]	_int_free	malloc.c	0
__activate_page	7.040s	23,728,000,000	38,960,000,000	0.609	37.1%	10.3%	12.1%	20.2%	0.0%	0.0%	13.3%	0.0%	0.0%	0.0%	19.0%	16.3%	3.4 GHz	[Unknown]	__activate_page	[Unknown]	0
sep_upsample	6.925s	22,256,000,000	56,272,000,000	0.396	70.0%	31.3%	10.1%	2.7%	0.7%	0.7%	7.4%	0.0%	0.0%	0.0%	2.0%	0.0%	3.2 GHz	[Unknown]	sep_upsample	[Unknown]	0
PyObject_GetAttr	6.860s	24,288,000,000	13,568,000,000	1.790	16.1%	25.7%	10.8%	15.4%	0.0%	39.3%	43.8%	8.9%	0.0%	0.0%	3.1%	9.0%	3.5 GHz	[Unknown]	PyObject_GetAttr	object.c	0
_dl_update_slotinfo	6.675s	21,232,000,000	29,392,000,000	0.722	29.6%	45.3%	14.9%	14.8%	0.0%	9.2%	45.9%	0.0%	0.0%	0.0%	2.1%	10.3%	3.2 GHz	[Unknown]	_dl_update_slotinfo	dl-tls.c	0
__GI___libc_malloc	6.605s	18,640,000,000	8,960,000,000	2.080	14.9%	76.0%	14.1%	30.6%	4.8%	19.3%	24.9%	0.0%	0.0%	0.0%	1.6%	1.0%	2.8 GHz	[Unknown]	__GI___libc_malloc	malloc.c	0
do_syscall_64	6.505s	19,120,000,000	1,760,000,000	10.864	11.9%	19.1%	0.0%	6.3%	5.5%	6.3%	26.7%	0.0%	0.0%	0.0%	0.0%	16.8%	2.9 GHz	[Unknown]	do_syscall_64	[Unknown]	0
func@0x175ac0	6.475s	24,256,000,000	16,448,000,000	1.475	20.7%	0.1%	0.0%	4.3%	0.0%	0.0%	0.6%	0.0%	0.0%	0.0%	0.0%	93.8%	3.7 GHz	[Unknown]	func@0x175ac0	[Unknown]	0
PyType_IsSubtype	6.025s	19,456,000,000	11,200,000,000	1.737	14.9%	58.9%	10.9%	11.6%	5.4%	32.4%	39.3%	26.6%	0.0%	0.0%	1.5%	1.7%	3.2 GHz	[Unknown]	PyType_IsSubtype	typeobject.c	0
jpeg_idct_8x16	5.945s	19,680,000,000	62,176,000,000	0.317	58.8%	0.7%	13.1%	1.5%	0.0%	0.0%	26.7%	0.0%	0.0%	0.0%	0.0%	26.4%	3.3 GHz	[Unknown]	jpeg_idct_8x16	[Unknown]	0
__GI___pthread_mutex_lock	5.925s	21,280,000,000	14,288,000,000	1.489	19.8%	57.0%	7.8%	4.9%	4.9%	16.2%	37.4%	0.0%	0.0%	0.0%	0.0%	8.6%	3.6 GHz	[Unknown]	__GI___pthread_mutex_lock	pthread_mutex_lock.c	0
torch::FunctionSignature::parse	5.900s	18,624,000,000	7,104,000,000	2.622	9.9%	56.4%	13.4%	0.0%	1.6%	40.3%	39.5%	23.9%	0.0%	0.0%	0.8%	2.1%	3.2 GHz	[Unknown]	torch::FunctionSignature::parse(_object*, _object*, _object*, _object**, bool)	[Unknown]	0
_PyObject_GetMethod	5.785s	20,640,000,000	11,168,000,000	1.848	17.3%	41.6%	17.8%	7.3%	9.4%	17.6%	45.8%	0.0%	0.0%	0.0%	0.7%	2.9%	3.6 GHz	[Unknown]	_PyObject_GetMethod	object.c	0
_PyObject_GenericGetAttrWithDict	5.670s	19,216,000,000	21,904,000,000	0.877	37.5%	43.4%	3.9%	7.8%	0.0%	25.8%	31.2%	24.9%	0.0%	0.0%	0.8%	0.4%	3.4 GHz	[Unknown]	_PyObject_GenericGetAttrWithDict	object.c	0
__tls_get_addr	5.665s	14,144,000,000	14,784,000,000	0.957	27.8%	76.2%	15.1%	12.7%	2.1%	18.0%	42.4%	0.0%	0.0%	0.0%	1.1%	0.0%	2.5 GHz	[Unknown]	__tls_get_addr	tls_get_addr.S	0
do_numa_page	5.460s	21,248,000,000	13,296,000,000	1.598	15.3%	11.4%	0.0%	9.9%	0.0%	1.0%	43.1%	100.0%	0.0%	0.0%	0.0%	8.8%	3.9 GHz	[Unknown]	do_numa_page	[Unknown]	0
c10::impl::OperatorEntry::lookup	5.185s	16,448,000,000	15,744,000,000	1.045	19.7%	67.6%	16.0%	21.0%	0.0%	32.8%	40.1%	0.0%	0.0%	0.0%	0.0%	0.0%	3.2 GHz	[Unknown]	c10::impl::OperatorEntry::lookup(c10::DispatchKeySet) const	[Unknown]	0
_raw_spin_lock	5.185s	18,320,000,000	27,872,000,000	0.657	31.9%	43.1%	4.6%	18.8%	0.0%	0.0%	31.1%	0.0%	0.0%	0.0%	1.6%	7.1%	3.5 GHz	[Unknown]	_raw_spin_lock	[Unknown]	0
l2rgb	4.920s	18,704,000,000	30,256,000,000	0.618	48.8%	0.5%	1.4%	0.8%	0.0%	0.0%	4.0%	0.0%	0.0%	0.0%	56.1%	4.4%	3.8 GHz	[Unknown]	l2rgb	[Unknown]	0
frame_dealloc	4.810s	16,304,000,000	17,184,000,000	0.949	23.7%	45.2%	26.9%	5.5%	4.6%	17.5%	26.7%	0.0%	0.0%	0.0%	0.9%	2.2%	3.4 GHz	[Unknown]	frame_dealloc	frameobject.c	0
