Source Function / Function / Call Stack	CPU Time	Clockticks	Instructions Retired	CPI Rate	Retiring	Front-End Bound	Bad Speculation	L1 Bound	L2 Bound	L3 Bound	Memory Bandwidth	Local DRAM	Remote DRAM	Remote Cache	Store Bound	Core Bound	Average CPU Frequency	Module	Function (Full)	Source File	Start Address
func@0x159f20	34.280s	105,824,000,000	221,088,000,000	0.479	47.7%	1.2%	14.2%	6.1%	7.1%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	27.9%	3.1 GHz	[Unknown]	func@0x159f20	[Unknown]	0
ImagingPackRGB	33.810s	117,200,000,000	445,680,000,000	0.263	79.8%	5.2%	12.1%	1.3%	0.9%	0.1%	41.0%	0.0%	0.0%	0.0%	0.3%	2.5%	3.5 GHz	[Unknown]	ImagingPackRGB	[Unknown]	0
c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(floatfloat)#1}, at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<float>at::vec::AVX2::Vectorized<float>)#2}>>	32.095s	116,784,000,000	113,248,000,000	1.031	26.1%	17.0%	0.1%	1.2%	7.7%	25.4%	90.3%	0.0%	0.0%	0.0%	2.2%	19.6%	3.6 GHz	[Unknown]	c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(floatfloat)#1}, at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<float>at::vec::AVX2::Vectorized<float>)#2}>>(long, char**, long const*, long, long)	[Unknown]	0
zap_pte_range.isra.0	32.065s	87,152,000,000	48,176,000,000	1.809	21.3%	8.1%	0.0%	1.0%	9.8%	0.0%	8.1%	51.1%	47.5%	0.0%	0.0%	10.0%	2.7 GHz	[Unknown]	zap_pte_range.isra.0	[Unknown]	0
_Py_DECREF	28.580s	82,192,000,000	70,544,000,000	1.165	20.5%	50.1%	19.8%	7.8%	5.8%	18.4%	27.6%	0.0%	0.0%	0.0%	0.9%	3.2%	2.9 GHz	[Unknown]	_Py_DECREF	object.h	0
__memset_avx2_unaligned_erms	28.515s	94,304,000,000	168,112,000,000	0.561	42.1%	24.0%	19.6%	4.8%	1.3%	0.0%	12.4%	0.0%	0.0%	0.0%	4.5%	9.9%	3.3 GHz	[Unknown]	__memset_avx2_unaligned_erms	memset-vec-unaligned-erms.S	0
mem_cgroup_try_charge	25.460s	91,440,000,000	11,504,000,000	7.949	3.2%	0.2%	0.0%	4.8%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	96.5%	44.8%	3.6 GHz	[Unknown]	mem_cgroup_try_charge	[Unknown]	0
clock_gettime	23.380s	78,400,000,000	167,040,000,000	0.469	59.4%	0.3%	0.0%	17.8%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	45.0%	3.4 GHz	[Unknown]	clock_gettime	[Unknown]	0
_int_malloc	23.290s	72,496,000,000	26,144,000,000	2.773	10.0%	35.5%	12.5%	13.7%	6.6%	37.6%	32.7%	2.8%	0.0%	0.0%	0.2%	8.5%	3.1 GHz	[Unknown]	_int_malloc	malloc.c	0
func@0x4e0d70	22.255s	79,200,000,000	83,616,000,000	0.947	27.1%	2.5%	34.9%	0.4%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	35.3%	3.6 GHz	[Unknown]	func@0x4e0d70	[Unknown]	0
copy_user_enhanced_fast_string	20.915s	75,280,000,000	2,240,000,000	33.607	5.8%	0.5%	0.0%	0.0%	8.4%	7.0%	73.9%	100.0%	100.0%	100.0%	40.1%	9.2%	3.6 GHz	[Unknown]	copy_user_enhanced_fast_string	[Unknown]	0
ImagingFlipLeftRight	19.460s	73,504,000,000	303,136,000,000	0.242	89.4%	0.7%	1.1%	1.4%	0.2%	0.2%	37.8%	0.0%	0.0%	0.0%	0.4%	6.2%	3.8 GHz	[Unknown]	ImagingFlipLeftRight	[Unknown]	0
rmqueue	16.120s	47,936,000,000	56,064,000,000	0.855	29.1%	7.1%	0.0%	11.0%	0.0%	3.7%	20.3%	34.7%	17.9%	0.0%	62.6%	14.8%	3.0 GHz	[Unknown]	rmqueue	[Unknown]	0
_Py_INCREF	15.880s	52,944,000,000	38,576,000,000	1.372	19.4%	44.3%	17.1%	8.2%	0.0%	29.6%	27.2%	10.2%	0.0%	5.1%	6.2%	5.7%	3.3 GHz	[Unknown]	_Py_INCREF	object.h	0
error_entry	15.360s	50,320,000,000	9,760,000,000	5.156	12.5%	9.8%	11.2%	0.0%	0.0%	0.0%	6.9%	0.0%	0.0%	0.0%	0.0%	66.6%	3.3 GHz	[Unknown]	error_entry	[Unknown]	0
swapgs_restore_regs_and_return_to_usermode	15.350s	55,808,000,000	10,160,000,000	5.493	10.6%	19.5%	5.1%	6.2%	1.1%	0.0%	1.6%	0.0%	0.0%	0.0%	0.0%	52.4%	3.6 GHz	[Unknown]	swapgs_restore_regs_and_return_to_usermode	[Unknown]	0
filemap_map_pages	13.500s	40,272,000,000	23,152,000,000	1.739	21.6%	4.3%	4.4%	14.5%	1.1%	1.9%	35.8%	100.0%	100.0%	0.0%	0.0%	14.1%	3.0 GHz	[Unknown]	filemap_map_pages	[Unknown]	0
__handle_mm_fault	13.250s	48,480,000,000	68,928,000,000	0.703	40.6%	35.8%	11.6%	7.4%	2.2%	2.2%	4.6%	0.0%	0.0%	0.0%	0.0%	7.2%	3.7 GHz	[Unknown]	__handle_mm_fault	[Unknown]	0
pymalloc_alloc	13.185s	38,704,000,000	22,320,000,000	1.734	10.0%	45.4%	21.0%	9.7%	1.9%	26.8%	31.4%	19.2%	0.0%	0.0%	0.4%	12.0%	2.9 GHz	[Unknown]	pymalloc_alloc	obmalloc.c	0
get_mem_cgroup_from_mm	11.550s	45,520,000,000	8,128,000,000	5.600	2.9%	1.1%	2.0%	77.8%	5.9%	0.3%	0.7%	0.0%	0.0%	0.0%	78.8%	6.2%	3.9 GHz	[Unknown]	get_mem_cgroup_from_mm	[Unknown]	0
func@0x291e70	11.410s	37,008,000,000	82,912,000,000	0.446	72.7%	7.3%	0.0%	17.4%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	52.2%	3.2 GHz	[Unknown]	func@0x291e70	[Unknown]	0
xas_load	11.375s	39,536,000,000	44,512,000,000	0.888	27.6%	14.1%	6.3%	10.2%	5.7%	3.1%	14.0%	46.5%	0.0%	0.0%	10.2%	6.8%	3.5 GHz	[Unknown]	xas_load	[Unknown]	0
try_charge	10.270s	40,192,000,000	14,112,000,000	2.848	6.2%	1.8%	0.0%	14.9%	2.2%	0.4%	0.0%	0.0%	0.0%	0.0%	71.7%	41.0%	3.9 GHz	[Unknown]	try_charge	[Unknown]	0
lookdict_unicode_nodummy	10.235s	31,792,000,000	18,688,000,000	1.701	11.6%	50.5%	23.5%	8.5%	4.7%	20.9%	36.3%	12.8%	0.0%	0.0%	1.4%	3.1%	3.1 GHz	[Unknown]	lookdict_unicode_nodummy	dictobject.c	0
__mod_lruvec_state	10.040s	27,376,000,000	41,712,000,000	0.656	55.0%	19.8%	10.8%	13.2%	6.6%	3.3%	9.9%	0.0%	0.0%	0.0%	0.0%	3.4%	2.7 GHz	[Unknown]	__mod_lruvec_state	[Unknown]	0
free_pcppages_bulk	9.795s	34,096,000,000	31,712,000,000	1.075	27.8%	2.0%	0.7%	20.7%	0.0%	0.5%	9.7%	99.9%	100.0%	0.0%	0.9%	0.0%	3.5 GHz	[Unknown]	free_pcppages_bulk	[Unknown]	0
mem_cgroup_try_charge_delay	9.700s	35,520,000,000	5,312,000,000	6.687	4.0%	1.1%	0.0%	5.9%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	86.6%	50.7%	3.7 GHz	[Unknown]	mem_cgroup_try_charge_delay	[Unknown]	0
release_pages	9.555s	31,296,000,000	45,824,000,000	0.683	48.4%	23.2%	4.8%	16.3%	4.8%	0.0%	8.6%	0.0%	0.0%	0.0%	0.5%	10.5%	3.3 GHz	[Unknown]	release_pages	[Unknown]	0
_PyType_Lookup	9.430s	30,016,000,000	30,944,000,000	0.970	24.4%	48.6%	18.1%	6.0%	0.0%	34.5%	42.0%	20.2%	0.0%	0.0%	3.0%	1.4%	3.2 GHz	[Unknown]	_PyType_Lookup	typeobject.c	0
func@0x36a860	8.990s	27,664,000,000	13,024,000,000	2.124	11.3%	3.2%	72.2%	1.6%	0.0%	1.6%	2.2%	0.0%	0.0%	0.0%	0.0%	5.7%	3.1 GHz	[Unknown]	func@0x36a860	[Unknown]	0
mark_page_accessed	8.680s	22,448,000,000	18,672,000,000	1.202	25.1%	18.2%	17.1%	22.7%	0.0%	0.0%	6.0%	0.0%	0.0%	0.0%	0.0%	13.7%	2.6 GHz	[Unknown]	mark_page_accessed	[Unknown]	0
func@0x175ac0	8.535s	28,560,000,000	30,992,000,000	0.922	37.2%	0.6%	0.0%	0.5%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	86.6%	3.3 GHz	[Unknown]	func@0x175ac0	[Unknown]	0
precompute_coeffs	8.525s	28,864,000,000	78,160,000,000	0.369	64.8%	4.0%	12.5%	5.2%	1.0%	0.0%	23.9%	0.0%	0.0%	0.0%	1.0%	16.5%	3.4 GHz	[Unknown]	precompute_coeffs	[Unknown]	0
_PyEval_MakeFrameVector	8.510s	23,216,000,000	15,632,000,000	1.485	15.8%	37.5%	13.5%	12.3%	0.0%	36.2%	37.5%	29.7%	0.0%	0.0%	25.2%	6.6%	2.7 GHz	[Unknown]	_PyEval_MakeFrameVector	ceval.c	0
_int_free	8.415s	24,576,000,000	25,536,000,000	0.962	24.9%	68.2%	14.1%	14.6%	5.5%	15.3%	32.3%	13.0%	0.0%	0.0%	0.6%	2.2%	2.9 GHz	[Unknown]	_int_free	malloc.c	0
__mod_memcg_state	8.175s	23,392,000,000	39,728,000,000	0.589	30.8%	25.0%	14.4%	16.0%	1.9%	5.8%	7.1%	0.0%	0.0%	0.0%	1.3%	2.8%	2.9 GHz	[Unknown]	__mod_memcg_state	[Unknown]	0
change_pte_range	7.965s	25,536,000,000	14,064,000,000	1.816	13.2%	0.4%	2.3%	8.2%	0.0%	0.0%	78.1%	100.0%	100.0%	0.0%	0.0%	12.0%	3.2 GHz	[Unknown]	change_pte_range	[Unknown]	0
__mod_node_page_state	7.565s	26,448,000,000	46,560,000,000	0.568	49.2%	23.3%	10.7%	5.7%	4.0%	1.1%	4.0%	0.0%	0.0%	0.0%	0.0%	13.5%	3.5 GHz	[Unknown]	__mod_node_page_state	[Unknown]	0
handle_mm_fault	7.535s	27,104,000,000	38,880,000,000	0.697	44.2%	10.8%	0.0%	26.0%	0.0%	2.8%	2.2%	0.0%	0.0%	0.0%	0.0%	25.3%	3.6 GHz	[Unknown]	handle_mm_fault	[Unknown]	0
do_syscall_64	7.405s	19,344,000,000	2,368,000,000	8.169	7.5%	19.3%	2.1%	10.1%	4.7%	3.9%	24.0%	0.0%	0.0%	0.0%	0.0%	10.2%	2.6 GHz	[Unknown]	do_syscall_64	[Unknown]	0
__activate_page	7.300s	21,280,000,000	38,672,000,000	0.550	45.8%	10.6%	17.2%	27.5%	0.0%	0.0%	7.0%	0.0%	0.0%	0.0%	12.7%	16.4%	2.9 GHz	[Unknown]	__activate_page	[Unknown]	0
sep_upsample	7.120s	28,304,000,000	61,024,000,000	0.464	49.1%	23.1%	4.2%	4.2%	1.1%	0.5%	7.4%	0.0%	0.0%	0.0%	0.0%	19.2%	4.0 GHz	[Unknown]	sep_upsample	[Unknown]	0
__pagevec_lru_add_fn	6.805s	22,928,000,000	35,936,000,000	0.638	38.3%	28.8%	7.5%	31.4%	0.0%	0.0%	4.6%	0.0%	0.0%	0.0%	0.7%	13.3%	3.4 GHz	[Unknown]	__pagevec_lru_add_fn	[Unknown]	0
PyObject_GetAttr	6.775s	22,288,000,000	10,448,000,000	2.133	9.3%	33.7%	28.9%	22.9%	0.0%	19.4%	53.2%	0.0%	0.0%	0.0%	2.0%	0.0%	3.3 GHz	[Unknown]	PyObject_GetAttr	object.c	0
_PyObject_GenericGetAttrWithDict	6.675s	21,152,000,000	20,736,000,000	1.020	31.6%	46.8%	5.2%	0.0%	5.7%	21.3%	31.2%	0.0%	0.0%	0.0%	1.4%	1.6%	3.2 GHz	[Unknown]	_PyObject_GenericGetAttrWithDict	object.c	0
lookdict_unicode	6.630s	19,424,000,000	9,776,000,000	1.987	9.4%	31.8%	27.4%	15.4%	0.0%	29.3%	41.7%	0.0%	0.0%	0.0%	1.5%	9.2%	2.9 GHz	[Unknown]	lookdict_unicode	dictobject.c	0
__GI___libc_malloc	6.560s	18,976,000,000	13,424,000,000	1.414	15.3%	59.3%	3.5%	26.1%	7.9%	17.4%	31.6%	0.0%	0.0%	0.0%	3.2%	3.5%	2.9 GHz	[Unknown]	__GI___libc_malloc	malloc.c	0
__GI___pthread_mutex_lock	6.480s	23,536,000,000	14,064,000,000	1.673	18.0%	55.1%	10.5%	12.1%	2.5%	14.0%	33.8%	0.0%	0.0%	0.0%	0.0%	5.1%	3.6 GHz	[Unknown]	__GI___pthread_mutex_lock	pthread_mutex_lock.c	0
_PyObject_GetMethod	6.350s	18,528,000,000	13,408,000,000	1.382	23.8%	39.1%	21.8%	4.0%	0.0%	37.2%	44.5%	0.0%	0.0%	0.0%	3.2%	4.2%	2.9 GHz	[Unknown]	_PyObject_GetMethod	object.c	0
PyType_IsSubtype	6.220s	21,376,000,000	10,384,000,000	2.059	13.1%	70.0%	8.8%	7.7%	9.8%	20.3%	33.0%	0.0%	0.0%	0.0%	1.4%	2.5%	3.4 GHz	[Unknown]	PyType_IsSubtype	typeobject.c	0
_dl_update_slotinfo	6.090s	21,056,000,000	33,248,000,000	0.633	33.5%	44.4%	17.6%	4.3%	0.0%	9.3%	49.2%	0.0%	0.0%	0.0%	1.4%	3.4%	3.5 GHz	[Unknown]	_dl_update_slotinfo	dl-tls.c	0
jpeg_make_d_derived_tbl	6.070s	17,088,000,000	17,120,000,000	0.998	22.8%	33.8%	11.0%	10.5%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.6%	21.8%	2.8 GHz	[Unknown]	jpeg_make_d_derived_tbl	[Unknown]	0
jpeg_idct_8x16	5.835s	19,888,000,000	65,616,000,000	0.303	92.8%	0.8%	0.0%	3.8%	0.0%	0.0%	12.1%	0.0%	0.0%	0.0%	0.8%	12.4%	3.4 GHz	[Unknown]	jpeg_idct_8x16	[Unknown]	0
c10::impl::OperatorEntry::lookup	5.570s	16,272,000,000	15,248,000,000	1.067	27.8%	80.5%	6.9%	17.5%	0.0%	28.6%	43.3%	0.0%	0.0%	0.0%	0.9%	0.0%	2.9 GHz	[Unknown]	c10::impl::OperatorEntry::lookup(c10::DispatchKeySet) const	[Unknown]	0
torch::FunctionSignature::parse	5.500s	20,256,000,000	7,488,000,000	2.705	12.0%	55.0%	7.7%	4.4%	6.7%	22.2%	37.0%	11.7%	0.0%	0.0%	0.7%	0.0%	3.7 GHz	[Unknown]	torch::FunctionSignature::parse(_object*, _object*, _object*, _object**, bool)	[Unknown]	0
__tls_get_addr	5.440s	17,328,000,000	15,808,000,000	1.096	21.1%	54.2%	14.8%	0.0%	6.9%	13.0%	35.5%	0.0%	0.0%	0.0%	0.0%	6.3%	3.2 GHz	[Unknown]	__tls_get_addr	tls_get_addr.S	0
frame_dealloc	5.435s	16,560,000,000	19,872,000,000	0.833	27.6%	44.8%	20.4%	7.2%	7.2%	10.9%	32.6%	16.6%	0.0%	0.0%	0.0%	1.7%	3.0 GHz	[Unknown]	frame_dealloc	frameobject.c	0
shmem_getpage_gfp	5.290s	17,808,000,000	18,016,000,000	0.988	36.2%	29.8%	31.9%	9.3%	0.8%	0.0%	0.0%	0.0%	0.0%	0.0%	10.1%	14.3%	3.4 GHz	[Unknown]	shmem_getpage_gfp	[Unknown]	0
find_get_entries	5.215s	17,264,000,000	17,120,000,000	1.008	17.0%	5.8%	0.0%	4.3%	0.0%	7.8%	18.2%	65.0%	100.0%	0.0%	0.0%	13.9%	3.3 GHz	[Unknown]	find_get_entries	[Unknown]	0
