Source Function / Function / Call Stack	CPU Time	Clockticks	Instructions Retired	CPI Rate	Retiring	Front-End Bound	Bad Speculation	L1 Bound	L2 Bound	L3 Bound	Memory Bandwidth	Local DRAM	Remote DRAM	Remote Cache	Store Bound	Core Bound	Average CPU Frequency	Module	Function (Full)	Source File	Start Address
decompress_onepass	133.140s	485,712,000,000	999,328,000,000	0.486	53.1%	5.4%	22.8%	3.5%	0.0%	0.1%	9.9%	0.0%	0.0%	0.0%	0.3%	16.4%	3.6 GHz	[Unknown]	decompress_onepass	[Unknown]	0
ImagingUnpackRGB	130.935s	453,136,000,000	1,902,736,000,000	0.238	91.2%	6.6%	1.8%	0.9%	0.0%	0.0%	10.5%	0.0%	0.0%	0.0%	0.9%	0.3%	3.5 GHz	[Unknown]	ImagingUnpackRGB	[Unknown]	0
func@0x3fd7b0	123.320s	381,728,000,000	895,536,000,000	0.426	50.5%	0.8%	0.0%	6.0%	3.3%	0.1%	0.5%	0.0%	0.0%	0.0%	0.5%	39.3%	3.1 GHz	[Unknown]	func@0x3fd7b0	[Unknown]	0
clear_page_erms	121.925s	448,656,000,000	18,432,000,000	24.341	7.3%	1.2%	0.0%	0.0%	0.0%	0.0%	1.1%	0.0%	0.0%	0.0%	91.2%	47.4%	3.7 GHz	[Unknown]	clear_page_erms	[Unknown]	0
_PyEval_EvalFrameDefault	97.050s	301,968,000,000	297,536,000,000	1.015	24.8%	37.3%	19.7%	5.9%	3.1%	15.4%	24.6%	4.3%	1.3%	0.0%	2.3%	4.3%	3.1 GHz	[Unknown]	_PyEval_EvalFrameDefault	ceval.c	0
c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(unsigned char)#1}, at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<unsigned char>)#2}>>	88.065s	295,488,000,000	1,425,584,000,000	0.207	100.0%	0.4%	0.6%	0.0%	0.1%	0.2%	59.5%	0.0%	0.0%	0.0%	0.0%	0.0%	3.4 GHz	[Unknown]	c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(unsigned char)#1}, at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<unsigned char>)#2}>>(long, char**, long const*, long, long)	[Unknown]	0
__memset_avx2_erms	82.990s	270,432,000,000	384,000,000	704.250	4.8%	0.3%	0.2%	0.0%	0.6%	0.0%	1.6%	0.0%	0.0%	0.0%	92.6%	47.3%	3.3 GHz	[Unknown]	__memset_avx2_erms	memset-vec-unaligned-erms.S	0
at::native::(anonymous namespace)::cat_serial_kernel	78.345s	279,584,000,000	106,080,000,000	2.636	10.4%	7.4%	6.6%	5.0%	2.5%	2.8%	63.9%	100.0%	4.3%	0.0%	6.5%	22.8%	3.6 GHz	[Unknown]	at::native::(anonymous namespace)::cat_serial_kernel(at::Tensor const&, std::vector<std::reference_wrapper<at::Tensor const>, std::allocator<std::reference_wrapper<at::Tensor const>>> const&, long)	[Unknown]	0
jpeg_idct_16x8	47.660s	155,776,000,000	531,488,000,000	0.293	89.6%	4.1%	0.0%	0.8%	0.0%	0.0%	18.9%	0.0%	0.0%	0.0%	0.2%	6.4%	3.3 GHz	[Unknown]	jpeg_idct_16x8	[Unknown]	0
page_fault	46.095s	163,824,000,000	6,000,000,000	27.304	9.1%	10.7%	8.6%	0.0%	0.0%	0.0%	49.4%	0.0%	0.0%	0.0%	4.9%	53.2%	3.6 GHz	[Unknown]	page_fault	[Unknown]	0
jpeg_huff_decode	45.790s	154,592,000,000	140,352,000,000	1.101	24.7%	15.1%	48.3%	5.1%	0.2%	0.1%	10.6%	0.0%	0.0%	0.0%	0.0%	7.6%	3.4 GHz	[Unknown]	jpeg_huff_decode	[Unknown]	0
prepare_exit_to_usermode	43.860s	147,120,000,000	10,992,000,000	13.384	9.4%	14.9%	0.0%	1.3%	0.8%	0.7%	3.0%	0.0%	0.0%	0.0%	0.0%	65.9%	3.4 GHz	[Unknown]	prepare_exit_to_usermode	[Unknown]	0
c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::TensorIteratorBase::loop_2d_from_1d<at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1}>(, signed char, at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1} const&)::{lambda(char**long const*, long, long)#1}>	38.190s	137,696,000,000	147,232,000,000	0.935	26.4%	0.2%	0.0%	9.6%	15.5%	8.7%	87.0%	0.0%	0.0%	0.0%	40.6%	18.2%	3.6 GHz	[Unknown]	c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::TensorIteratorBase::loop_2d_from_1d<at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1}>(, signed char, at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1} const&)::{lambda(char**long const*, long, long)#1}>(long, char**, long const*, long, long)	[Unknown]	0
c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(floatfloat)#1}, at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<float>at::vec::AVX2::Vectorized<float>)#2}>>	35.900s	112,304,000,000	111,792,000,000	1.005	25.7%	18.8%	0.7%	0.1%	9.8%	24.2%	95.6%	0.0%	0.0%	0.0%	3.5%	23.7%	3.1 GHz	[Unknown]	c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(floatfloat)#1}, at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<float>at::vec::AVX2::Vectorized<float>)#2}>>(long, char**, long const*, long, long)	[Unknown]	0
zap_pte_range.isra.0	34.620s	81,744,000,000	46,320,000,000	1.765	20.0%	6.7%	0.0%	1.8%	9.0%	0.5%	3.1%	41.9%	65.0%	0.0%	0.0%	7.1%	2.4 GHz	[Unknown]	zap_pte_range.isra.0	[Unknown]	0
ImagingPackRGB	33.615s	117,552,000,000	474,384,000,000	0.248	80.7%	6.1%	10.0%	0.9%	0.9%	0.5%	40.7%	0.0%	0.0%	0.0%	1.4%	2.4%	3.5 GHz	[Unknown]	ImagingPackRGB	[Unknown]	0
__memset_avx2_unaligned_erms	29.495s	102,224,000,000	176,416,000,000	0.579	45.1%	26.8%	20.6%	4.3%	0.6%	0.0%	11.9%	0.0%	0.0%	0.0%	4.3%	5.0%	3.5 GHz	[Unknown]	__memset_avx2_unaligned_erms	memset-vec-unaligned-erms.S	0
_Py_DECREF	29.280s	88,704,000,000	78,608,000,000	1.128	25.1%	49.6%	13.7%	9.5%	0.3%	24.3%	29.8%	2.9%	0.0%	0.0%	1.9%	3.1%	3.0 GHz	[Unknown]	_Py_DECREF	object.h	0
mem_cgroup_try_charge	26.695s	91,632,000,000	7,088,000,000	12.928	3.1%	0.5%	3.5%	3.4%	0.0%	0.0%	0.2%	0.0%	0.0%	0.0%	95.9%	43.2%	3.4 GHz	[Unknown]	mem_cgroup_try_charge	[Unknown]	0
copy_user_enhanced_fast_string	23.955s	73,920,000,000	2,544,000,000	29.057	6.1%	0.7%	0.0%	6.5%	1.8%	6.9%	85.0%	100.0%	100.0%	100.0%	43.4%	15.2%	3.1 GHz	[Unknown]	copy_user_enhanced_fast_string	[Unknown]	0
ImagingFlipLeftRight	20.345s	73,520,000,000	318,208,000,000	0.231	90.8%	1.4%	10.1%	0.0%	0.4%	0.4%	33.3%	0.0%	0.0%	0.0%	1.8%	0.0%	3.6 GHz	[Unknown]	ImagingFlipLeftRight	[Unknown]	0
_int_malloc	20.200s	69,120,000,000	30,672,000,000	2.254	8.7%	48.3%	19.7%	4.1%	7.4%	30.2%	33.2%	2.9%	0.0%	0.0%	0.0%	7.1%	3.4 GHz	[Unknown]	_int_malloc	malloc.c	0
func@0x159f20	19.910s	64,016,000,000	136,544,000,000	0.469	41.2%	0.7%	4.2%	2.6%	8.7%	0.0%	1.2%	0.0%	0.0%	0.0%	0.5%	43.6%	3.2 GHz	[Unknown]	func@0x159f20	[Unknown]	0
_Py_INCREF	17.575s	58,976,000,000	37,536,000,000	1.571	12.8%	33.1%	17.7%	9.9%	9.2%	21.0%	37.6%	20.5%	0.0%	0.0%	7.1%	10.2%	3.4 GHz	[Unknown]	_Py_INCREF	object.h	0
error_entry	16.060s	54,048,000,000	8,688,000,000	6.221	10.1%	8.7%	2.0%	0.0%	0.0%	0.0%	4.4%	0.0%	0.0%	0.0%	0.0%	79.0%	3.4 GHz	[Unknown]	error_entry	[Unknown]	0
swapgs_restore_regs_and_return_to_usermode	15.780s	56,448,000,000	9,744,000,000	5.793	12.1%	21.0%	6.5%	4.0%	1.6%	0.8%	3.5%	0.0%	0.0%	0.0%	0.0%	49.7%	3.6 GHz	[Unknown]	swapgs_restore_regs_and_return_to_usermode	[Unknown]	0
func@0x36a860	15.580s	42,720,000,000	37,024,000,000	1.154	27.5%	2.8%	48.3%	0.4%	1.8%	1.4%	1.4%	0.0%	0.0%	0.0%	0.0%	7.1%	2.7 GHz	[Unknown]	func@0x36a860	[Unknown]	0
rmqueue	15.100s	52,272,000,000	42,464,000,000	1.231	26.4%	5.8%	0.0%	8.9%	0.0%	2.9%	19.5%	30.8%	63.8%	10.3%	55.7%	14.2%	3.5 GHz	[Unknown]	rmqueue	[Unknown]	0
clock_gettime	13.640s	45,392,000,000	89,072,000,000	0.510	66.9%	1.1%	0.0%	8.9%	0.0%	0.0%	0.3%	0.0%	0.0%	0.0%	0.0%	51.8%	3.3 GHz	[Unknown]	clock_gettime	[Unknown]	0
_PyType_Lookup	13.175s	35,536,000,000	33,888,000,000	1.049	25.8%	42.9%	19.2%	5.1%	0.0%	33.3%	39.3%	32.4%	12.5%	0.0%	2.1%	4.3%	2.7 GHz	[Unknown]	_PyType_Lookup	typeobject.c	0
pymalloc_alloc	13.170s	38,800,000,000	22,576,000,000	1.719	13.0%	53.5%	18.7%	4.6%	0.0%	28.4%	32.5%	6.7%	0.0%	0.0%	1.9%	4.3%	2.9 GHz	[Unknown]	pymalloc_alloc	obmalloc.c	0
filemap_map_pages	12.740s	37,312,000,000	20,896,000,000	1.786	16.8%	3.9%	4.9%	9.2%	4.0%	0.4%	35.8%	100.0%	47.7%	0.0%	0.0%	19.9%	2.9 GHz	[Unknown]	filemap_map_pages	[Unknown]	0
__handle_mm_fault	12.670s	47,008,000,000	63,952,000,000	0.735	35.3%	29.9%	8.6%	7.3%	0.6%	3.5%	6.4%	0.0%	0.0%	0.0%	0.0%	3.2%	3.7 GHz	[Unknown]	__handle_mm_fault	[Unknown]	0
get_mem_cgroup_from_mm	12.575s	38,320,000,000	6,928,000,000	5.531	7.2%	1.1%	0.2%	90.0%	0.8%	2.3%	0.8%	0.0%	0.0%	0.0%	100.0%	7.2%	3.0 GHz	[Unknown]	get_mem_cgroup_from_mm	[Unknown]	0
func@0x4e0d70	12.285s	38,816,000,000	18,720,000,000	2.074	10.1%	1.9%	32.3%	3.1%	0.0%	0.0%	0.4%	0.0%	0.0%	0.0%	0.0%	52.7%	3.2 GHz	[Unknown]	func@0x4e0d70	[Unknown]	0
xas_load	11.585s	43,792,000,000	44,848,000,000	0.976	25.6%	12.6%	7.0%	11.3%	0.0%	1.9%	14.7%	26.3%	30.6%	0.0%	9.9%	17.2%	3.8 GHz	[Unknown]	xas_load	[Unknown]	0
lookdict_unicode_nodummy	11.215s	35,008,000,000	22,816,000,000	1.534	16.7%	39.7%	22.0%	12.4%	0.0%	28.8%	28.7%	32.8%	0.0%	0.0%	2.1%	7.5%	3.1 GHz	[Unknown]	lookdict_unicode_nodummy	dictobject.c	0
mem_cgroup_try_charge_delay	10.740s	35,312,000,000	6,240,000,000	5.659	5.3%	1.0%	0.0%	4.7%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	100.0%	43.7%	3.3 GHz	[Unknown]	mem_cgroup_try_charge_delay	[Unknown]	0
release_pages	10.635s	29,424,000,000	48,000,000,000	0.613	43.8%	26.0%	8.9%	20.9%	3.6%	0.0%	6.1%	0.0%	0.0%	0.0%	0.0%	8.9%	2.8 GHz	[Unknown]	release_pages	[Unknown]	0
mark_page_accessed	10.600s	20,704,000,000	23,536,000,000	0.880	36.1%	23.5%	22.4%	31.2%	0.7%	0.0%	6.5%	0.0%	100.0%	0.0%	0.0%	10.9%	2.0 GHz	[Unknown]	mark_page_accessed	[Unknown]	0
change_pte_range	10.570s	38,704,000,000	19,008,000,000	2.036	10.8%	0.1%	0.0%	0.0%	0.0%	0.0%	62.4%	100.0%	100.0%	0.0%	0.0%	15.6%	3.7 GHz	[Unknown]	change_pte_range	[Unknown]	0
try_charge	10.530s	38,976,000,000	14,272,000,000	2.731	10.8%	1.3%	0.0%	18.9%	1.5%	0.8%	0.8%	0.0%	0.0%	0.0%	71.2%	39.1%	3.7 GHz	[Unknown]	try_charge	[Unknown]	0
__mod_lruvec_state	9.970s	26,096,000,000	36,352,000,000	0.718	36.9%	18.8%	24.2%	8.6%	5.7%	7.5%	4.6%	6.4%	0.0%	0.0%	1.1%	0.0%	2.6 GHz	[Unknown]	__mod_lruvec_state	[Unknown]	0
_int_free	9.970s	34,688,000,000	30,624,000,000	1.133	19.6%	51.0%	7.1%	6.1%	6.5%	13.9%	34.2%	0.0%	0.0%	0.0%	0.0%	0.0%	3.5 GHz	[Unknown]	_int_free	malloc.c	0
__GI___pthread_mutex_lock	9.780s	25,456,000,000	18,832,000,000	1.352	17.4%	67.4%	19.7%	14.7%	4.7%	11.1%	50.1%	0.0%	0.0%	0.0%	1.2%	0.0%	2.6 GHz	[Unknown]	__GI___pthread_mutex_lock	pthread_mutex_lock.c	0
free_pcppages_bulk	9.180s	29,728,000,000	40,736,000,000	0.730	38.7%	5.5%	0.0%	2.5%	1.0%	0.5%	6.6%	100.0%	69.5%	0.0%	1.0%	0.0%	3.2 GHz	[Unknown]	free_pcppages_bulk	[Unknown]	0
_PyEval_MakeFrameVector	9.115s	27,488,000,000	18,160,000,000	1.514	13.4%	36.5%	12.9%	4.9%	6.5%	21.4%	33.3%	40.9%	0.0%	0.0%	26.7%	6.0%	3.0 GHz	[Unknown]	_PyEval_MakeFrameVector	ceval.c	0
precompute_coeffs	9.070s	32,096,000,000	70,512,000,000	0.455	70.6%	2.4%	0.0%	3.3%	0.5%	0.0%	21.0%	0.0%	0.0%	0.0%	3.7%	26.4%	3.5 GHz	[Unknown]	precompute_coeffs	[Unknown]	0
__mod_node_page_state	8.565s	24,480,000,000	40,208,000,000	0.609	38.9%	15.7%	10.6%	11.6%	0.0%	4.3%	3.1%	0.0%	0.0%	0.0%	0.0%	23.4%	2.9 GHz	[Unknown]	__mod_node_page_state	[Unknown]	0
__mod_memcg_state	8.405s	28,224,000,000	37,360,000,000	0.755	33.0%	19.5%	9.9%	14.9%	0.0%	5.3%	3.2%	0.0%	0.0%	0.0%	1.1%	23.4%	3.4 GHz	[Unknown]	__mod_memcg_state	[Unknown]	0
__GI___libc_malloc	8.050s	26,480,000,000	14,272,000,000	1.855	9.8%	62.2%	11.6%	22.1%	6.2%	15.9%	22.7%	0.0%	0.0%	0.0%	2.8%	6.3%	3.3 GHz	[Unknown]	__GI___libc_malloc	malloc.c	0
handle_mm_fault	7.825s	28,304,000,000	33,024,000,000	0.857	37.0%	10.4%	0.0%	24.4%	2.6%	0.5%	4.2%	0.0%	0.0%	0.0%	0.0%	32.4%	3.6 GHz	[Unknown]	handle_mm_fault	[Unknown]	0
__tls_get_addr	7.790s	22,128,000,000	16,832,000,000	1.315	18.6%	75.3%	10.2%	16.9%	0.0%	16.9%	42.7%	0.0%	0.0%	0.0%	1.4%	0.6%	2.8 GHz	[Unknown]	__tls_get_addr	tls_get_addr.S	0
do_syscall_64	7.480s	22,864,000,000	1,632,000,000	14.010	6.9%	20.4%	3.1%	5.9%	0.0%	9.2%	28.9%	9.7%	0.0%	0.0%	0.0%	47.8%	3.1 GHz	[Unknown]	do_syscall_64	[Unknown]	0
_PyObject_GenericGetAttrWithDict	7.410s	19,120,000,000	27,536,000,000	0.694	37.5%	46.5%	2.0%	3.9%	5.5%	18.8%	36.9%	0.0%	0.0%	0.0%	3.9%	6.8%	2.6 GHz	[Unknown]	_PyObject_GenericGetAttrWithDict	object.c	0
sep_upsample	7.285s	24,176,000,000	65,648,000,000	0.368	67.1%	32.5%	12.5%	9.3%	0.0%	0.6%	14.9%	0.0%	0.0%	0.0%	2.5%	0.0%	3.3 GHz	[Unknown]	sep_upsample	[Unknown]	0
__pagevec_lru_add_fn	7.255s	24,528,000,000	34,448,000,000	0.712	43.8%	41.5%	8.2%	17.1%	1.8%	0.0%	3.7%	0.0%	0.0%	0.0%	0.6%	2.9%	3.4 GHz	[Unknown]	__pagevec_lru_add_fn	[Unknown]	0
PyObject_GetAttr	7.230s	26,128,000,000	14,240,000,000	1.835	13.7%	23.5%	6.5%	12.1%	1.7%	32.1%	35.0%	19.1%	0.0%	0.0%	2.9%	9.4%	3.6 GHz	[Unknown]	PyObject_GetAttr	object.c	0
_dl_update_slotinfo	7.220s	26,096,000,000	32,224,000,000	0.810	32.6%	40.7%	17.6%	5.7%	0.0%	9.8%	29.9%	0.0%	0.0%	0.0%	1.7%	5.7%	3.6 GHz	[Unknown]	_dl_update_slotinfo	dl-tls.c	0
lookdict_unicode	6.905s	21,296,000,000	10,192,000,000	2.089	15.0%	38.8%	19.6%	12.0%	7.7%	34.5%	44.4%	0.0%	0.0%	0.0%	0.7%	3.3%	3.1 GHz	[Unknown]	lookdict_unicode	dictobject.c	0
__pthread_mutex_unlock_usercnt	6.770s	15,120,000,000	22,896,000,000	0.660	55.4%	85.0%	0.0%	36.7%	0.0%	0.0%	40.7%	0.0%	0.0%	0.0%	0.0%	0.0%	2.2 GHz	[Unknown]	__pthread_mutex_unlock_usercnt	pthread_mutex_unlock.c	0
__activate_page	6.730s	22,496,000,000	36,160,000,000	0.622	60.4%	13.2%	20.1%	16.7%	0.0%	0.0%	0.0%	0.0%	0.0%	6.7%	10.7%	3.1%	3.3 GHz	[Unknown]	__activate_page	[Unknown]	0
page_remove_rmap	6.615s	12,224,000,000	27,168,000,000	0.450	68.6%	5.9%	0.0%	34.4%	0.0%	1.2%	4.9%	0.0%	0.0%	0.0%	0.0%	13.0%	1.8 GHz	[Unknown]	page_remove_rmap	[Unknown]	0
c10::impl::OperatorEntry::lookup	6.450s	19,424,000,000	13,424,000,000	1.447	24.7%	72.0%	8.8%	7.0%	0.0%	34.8%	30.9%	0.0%	0.0%	0.0%	3.1%	0.0%	3.0 GHz	[Unknown]	c10::impl::OperatorEntry::lookup(c10::DispatchKeySet) const	[Unknown]	0
_PyObject_GetMethod	6.425s	22,128,000,000	15,312,000,000	1.445	17.0%	38.6%	14.5%	5.4%	4.7%	31.2%	40.0%	22.9%	0.0%	0.0%	2.7%	11.7%	3.4 GHz	[Unknown]	_PyObject_GetMethod	object.c	0
PyType_IsSubtype	6.375s	22,192,000,000	15,120,000,000	1.468	10.3%	58.8%	12.7%	16.2%	0.7%	24.3%	29.1%	0.0%	0.0%	0.0%	0.0%	7.2%	3.5 GHz	[Unknown]	PyType_IsSubtype	typeobject.c	0
jpeg_idct_8x16	6.040s	21,280,000,000	71,728,000,000	0.297	56.5%	0.5%	2.3%	2.1%	0.0%	0.0%	12.7%	0.0%	0.0%	0.0%	0.0%	29.6%	3.5 GHz	[Unknown]	jpeg_idct_8x16	[Unknown]	0
torch::FunctionSignature::parse	5.775s	20,640,000,000	7,904,000,000	2.611	7.1%	65.4%	18.1%	4.4%	0.0%	36.3%	40.7%	0.0%	0.0%	0.0%	0.0%	3.8%	3.6 GHz	[Unknown]	torch::FunctionSignature::parse(_object*, _object*, _object*, _object**, bool)	[Unknown]	0
l2rgb	5.640s	18,080,000,000	34,832,000,000	0.519	43.4%	0.0%	2.2%	1.7%	0.0%	0.0%	8.3%	0.0%	0.0%	0.0%	55.6%	20.0%	3.2 GHz	[Unknown]	l2rgb	[Unknown]	0
func@0x291e70	5.615s	21,072,000,000	43,376,000,000	0.486	46.5%	5.9%	0.0%	22.1%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	42.7%	3.8 GHz	[Unknown]	func@0x291e70	[Unknown]	0
shmem_getpage_gfp	5.580s	18,976,000,000	14,032,000,000	1.352	55.3%	32.0%	0.0%	5.5%	3.2%	0.0%	0.0%	0.0%	0.0%	0.0%	8.7%	0.0%	3.4 GHz	[Unknown]	shmem_getpage_gfp	[Unknown]	0
lookdict_split	5.450s	16,304,000,000	22,080,000,000	0.738	38.4%	53.5%	0.8%	5.5%	0.9%	26.7%	23.0%	30.2%	0.0%	0.0%	1.8%	2.1%	3.0 GHz	[Unknown]	lookdict_split	dictobject.c	0
