Source Function / Function / Call Stack	CPU Time	Clockticks	Instructions Retired	CPI Rate	Retiring	Front-End Bound	Bad Speculation	L1 Bound	L2 Bound	L3 Bound	Memory Bandwidth	Local DRAM	Remote DRAM	Remote Cache	Store Bound	Core Bound	Average CPU Frequency	Module	Function (Full)	Source File	Start Address
clear_page_erms	219.465s	679,376,000,000	17,200,000,000	39.499	7.0%	3.6%	0.0%	0.0%	0.0%	0.0%	2.8%	0.0%	0.0%	0.0%	92.4%	45.7%	3.1 GHz	[Unknown]	clear_page_erms	[Unknown]	0
_PyEval_EvalFrameDefault	204.730s	674,272,000,000	251,504,000,000	2.681	16.8%	25.9%	10.9%	5.8%	0.7%	11.8%	29.1%	38.1%	0.5%	0.0%	10.9%	6.9%	3.3 GHz	[Unknown]	_PyEval_EvalFrameDefault	ceval.c	0
at::native::AVX2::vectorized_loop<at::native::(anonymous namespace)::div_true_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()(void) const::{lambda()#2}::operator()(void) const::{lambda(floatfloat)#1}&, at::native::(anonymous namespace)::div_true_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()(void) const::{lambda()#2}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<float>at::vec::AVX2::Vectorized<float>)#2}&>.isra.0	202.925s	664,704,000,000	198,320,000,000	3.352	17.3%	9.4%	0.1%	21.9%	17.1%	12.9%	91.5%	0.8%	0.0%	0.0%	13.7%	28.3%	3.3 GHz	[Unknown]	at::native::AVX2::vectorized_loop<at::native::(anonymous namespace)::div_true_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()(void) const::{lambda()#2}::operator()(void) const::{lambda(floatfloat)#1}&, at::native::(anonymous namespace)::div_true_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()(void) const::{lambda()#2}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<float>at::vec::AVX2::Vectorized<float>)#2}&>(char**, long, long, at::native::(anonymous namespace)::div_true_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()(void) const::{lambda()#2}::operator()(void) const::{lambda(floatfloat)#1}&&&, at::native::(anonymous namespace)::div_true_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()(void) const::{lambda()#2}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<float>at::vec::AVX2::Vectorized<float>)#2}&&&).isra.0	[Unknown]	0
__memset_avx2_erms	153.950s	520,528,000,000	144,000,000	3,614.778	5.2%	4.5%	0.0%	0.0%	0.3%	0.9%	10.3%	0.0%	0.0%	0.4%	86.0%	46.1%	3.4 GHz	[Unknown]	__memset_avx2_erms	memset-vec-unaligned-erms.S	0
c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(unsigned char)#1}, at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<unsigned char>)#2}>>	152.670s	487,232,000,000	1,311,584,000,000	0.371	100.0%	5.0%	2.0%	12.5%	0.8%	0.6%	21.6%	0.0%	0.0%	0.0%	0.8%	0.0%	3.2 GHz	[Unknown]	c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(unsigned char)#1}, at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<unsigned char>)#2}>>(long, char**, long const*, long, long)	[Unknown]	0
func@0x3fd7b0	146.825s	465,312,000,000	724,080,000,000	0.643	54.4%	11.9%	0.0%	18.6%	6.3%	0.4%	0.4%	0.0%	0.0%	0.0%	0.1%	18.2%	3.2 GHz	[Unknown]	func@0x3fd7b0	[Unknown]	0
page_fault	143.270s	472,800,000,000	10,416,000,000	45.392	13.3%	15.8%	12.9%	0.9%	0.6%	0.0%	29.0%	0.0%	0.0%	0.0%	10.7%	32.3%	3.3 GHz	[Unknown]	page_fault	[Unknown]	0
at::native::(anonymous namespace)::cat_serial_kernel	132.960s	434,080,000,000	109,168,000,000	3.976	11.5%	10.8%	8.5%	7.4%	2.1%	3.0%	56.2%	100.0%	2.7%	0.0%	28.7%	19.6%	3.3 GHz	[Unknown]	at::native::(anonymous namespace)::cat_serial_kernel(at::Tensor const&, std::vector<std::reference_wrapper<at::Tensor const>, std::allocator<std::reference_wrapper<at::Tensor const>>> const&, long)	[Unknown]	0
prepare_exit_to_usermode	128.925s	424,272,000,000	23,968,000,000	17.702	12.9%	25.4%	2.0%	2.6%	1.0%	0.5%	9.4%	0.0%	0.0%	0.0%	8.7%	29.3%	3.3 GHz	[Unknown]	prepare_exit_to_usermode	[Unknown]	0
change_pte_range	110.210s	368,496,000,000	105,760,000,000	3.484	10.6%	4.8%	2.9%	17.0%	0.0%	0.0%	60.9%	100.0%	100.0%	0.0%	0.0%	0.0%	3.3 GHz	[Unknown]	change_pte_range	[Unknown]	0
c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::TensorIteratorBase::loop_2d_from_1d<at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1}>(, signed char, at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1} const&)::{lambda(char**long const*, long, long)#1}>	98.010s	317,760,000,000	139,040,000,000	2.285	19.3%	7.8%	0.0%	35.5%	14.5%	7.5%	61.2%	0.0%	0.0%	0.0%	61.0%	15.7%	3.2 GHz	[Unknown]	c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::TensorIteratorBase::loop_2d_from_1d<at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1}>(, signed char, at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1} const&)::{lambda(char**long const*, long, long)#1}>(long, char**, long const*, long, long)	[Unknown]	0
jpeg_idct_16x8	87.170s	271,168,000,000	533,504,000,000	0.508	88.0%	15.6%	0.0%	4.8%	0.0%	0.1%	9.8%	0.0%	0.0%	0.0%	2.8%	0.0%	3.1 GHz	[Unknown]	jpeg_idct_16x8	[Unknown]	0
jpeg_huff_decode	75.600s	254,368,000,000	144,000,000,000	1.766	25.2%	34.3%	41.8%	10.0%	1.8%	0.9%	8.1%	0.0%	0.0%	0.0%	0.0%	0.0%	3.4 GHz	[Unknown]	jpeg_huff_decode	[Unknown]	0
_int_malloc	71.135s	222,752,000,000	28,992,000,000	7.683	4.9%	17.9%	5.1%	6.2%	7.1%	17.6%	28.4%	29.1%	0.0%	0.0%	3.4%	9.8%	3.1 GHz	[Unknown]	_int_malloc	malloc.c	0
ImagingPackRGB	65.325s	204,848,000,000	432,288,000,000	0.474	75.9%	9.3%	4.5%	10.5%	1.5%	2.1%	21.7%	0.0%	0.0%	0.0%	9.9%	7.1%	3.1 GHz	[Unknown]	ImagingPackRGB	[Unknown]	0
_Py_INCREF	52.170s	177,680,000,000	26,864,000,000	6.614	8.0%	23.8%	7.1%	0.0%	0.8%	9.2%	30.7%	91.2%	2.1%	0.0%	21.6%	4.6%	3.4 GHz	[Unknown]	_Py_INCREF	object.h	0
__memset_avx2_unaligned_erms	51.080s	171,440,000,000	155,792,000,000	1.100	36.9%	35.1%	10.3%	6.5%	1.3%	0.0%	10.5%	0.0%	0.0%	0.0%	20.6%	10.7%	3.4 GHz	[Unknown]	__memset_avx2_unaligned_erms	memset-vec-unaligned-erms.S	0
_Py_DECREF	49.665s	183,024,000,000	65,456,000,000	2.796	15.2%	31.9%	15.4%	7.3%	0.0%	22.7%	27.9%	19.3%	0.0%	0.0%	2.3%	5.9%	3.7 GHz	[Unknown]	_Py_DECREF	object.h	0
swapgs_restore_regs_and_return_to_usermode	47.070s	152,368,000,000	22,608,000,000	6.740	15.7%	20.7%	10.6%	7.0%	1.6%	0.1%	9.4%	0.0%	0.0%	0.0%	0.0%	43.0%	3.2 GHz	[Unknown]	swapgs_restore_regs_and_return_to_usermode	[Unknown]	0
zap_pte_range.isra.0	43.430s	140,528,000,000	45,072,000,000	3.118	14.8%	11.8%	3.2%	5.8%	2.6%	0.0%	9.1%	28.8%	32.5%	0.0%	0.0%	13.4%	3.2 GHz	[Unknown]	zap_pte_range.isra.0	[Unknown]	0
c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(floatfloat)#1}, at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<float>at::vec::AVX2::Vectorized<float>)#2}>>	42.700s	130,032,000,000	98,336,000,000	1.322	41.1%	23.5%	0.0%	16.6%	13.5%	22.5%	98.4%	0.0%	0.0%	0.0%	4.3%	9.6%	3.0 GHz	[Unknown]	c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(floatfloat)#1}, at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<float>at::vec::AVX2::Vectorized<float>)#2}>>(long, char**, long const*, long, long)	[Unknown]	0
error_entry	42.030s	136,816,000,000	22,000,000,000	6.219	20.7%	16.2%	4.0%	0.0%	0.0%	0.0%	9.8%	0.0%	0.0%	0.0%	0.0%	58.1%	3.3 GHz	[Unknown]	error_entry	[Unknown]	0
ImagingFlipLeftRight	38.875s	134,304,000,000	277,936,000,000	0.483	86.9%	4.4%	0.0%	13.1%	1.7%	2.1%	20.0%	0.0%	0.0%	0.0%	6.8%	6.1%	3.5 GHz	[Unknown]	ImagingFlipLeftRight	[Unknown]	0
do_numa_page	37.535s	124,176,000,000	50,096,000,000	2.479	18.9%	17.0%	4.1%	16.1%	0.0%	0.6%	37.6%	100.0%	0.0%	0.0%	0.0%	7.9%	3.3 GHz	[Unknown]	do_numa_page	[Unknown]	0
__handle_mm_fault	36.995s	121,984,000,000	130,320,000,000	0.936	62.1%	30.8%	0.0%	17.6%	4.2%	8.1%	11.9%	0.0%	0.0%	0.0%	4.8%	5.1%	3.3 GHz	[Unknown]	__handle_mm_fault	[Unknown]	0
rmqueue	33.525s	111,008,000,000	52,096,000,000	2.131	20.6%	7.6%	0.0%	26.6%	0.3%	1.5%	8.6%	33.2%	5.7%	0.0%	56.8%	15.5%	3.3 GHz	[Unknown]	rmqueue	[Unknown]	0
copy_user_enhanced_fast_string	31.905s	121,376,000,000	1,360,000,000	89.247	8.6%	4.2%	0.0%	4.4%	8.5%	8.1%	66.1%	89.8%	16.9%	46.2%	59.1%	12.4%	3.8 GHz	[Unknown]	copy_user_enhanced_fast_string	[Unknown]	0
_PyType_Lookup	29.090s	96,528,000,000	35,152,000,000	2.746	15.6%	26.5%	1.5%	7.1%	5.1%	9.5%	43.4%	100.0%	5.9%	0.0%	5.1%	4.3%	3.3 GHz	[Unknown]	_PyType_Lookup	typeobject.c	0
func@0x159f20	23.990s	81,952,000,000	104,720,000,000	0.783	43.3%	15.1%	3.5%	11.2%	4.0%	0.4%	0.0%	0.0%	0.0%	0.0%	0.2%	27.5%	3.4 GHz	[Unknown]	func@0x159f20	[Unknown]	0
pymalloc_alloc	23.725s	84,240,000,000	15,024,000,000	5.607	9.9%	31.9%	12.5%	7.5%	1.4%	16.7%	27.1%	34.0%	0.0%	0.0%	10.3%	9.0%	3.6 GHz	[Unknown]	pymalloc_alloc	obmalloc.c	0
get_mem_cgroup_from_mm	23.595s	73,056,000,000	8,032,000,000	9.096	7.6%	7.7%	0.0%	8.8%	2.5%	3.7%	0.4%	0.0%	0.0%	0.0%	82.5%	39.0%	3.1 GHz	[Unknown]	get_mem_cgroup_from_mm	[Unknown]	0
filemap_map_pages	23.375s	80,608,000,000	24,928,000,000	3.234	11.1%	9.6%	4.2%	13.8%	0.0%	0.0%	46.0%	100.0%	100.0%	0.0%	0.0%	13.4%	3.4 GHz	[Unknown]	filemap_map_pages	[Unknown]	0
PyObject_GetAttr	23.080s	77,616,000,000	9,536,000,000	8.139	6.6%	13.9%	2.0%	0.0%	7.3%	10.5%	40.8%	49.1%	0.0%	0.0%	6.8%	3.2%	3.4 GHz	[Unknown]	PyObject_GetAttr	object.c	0
handle_mm_fault	20.015s	62,160,000,000	62,976,000,000	0.987	41.7%	21.1%	0.0%	30.4%	3.6%	2.2%	8.9%	3.8%	0.0%	0.0%	1.4%	17.8%	3.1 GHz	[Unknown]	handle_mm_fault	[Unknown]	0
_PyObject_VectorcallTstate	19.810s	61,952,000,000	9,168,000,000	6.757	10.1%	36.8%	4.2%	0.0%	3.9%	76.0%	39.5%	0.0%	0.0%	0.0%	40.0%	7.3%	3.1 GHz	[Unknown]	_PyObject_VectorcallTstate	abstract.h	0
free_pcppages_bulk	19.495s	61,568,000,000	33,456,000,000	1.840	25.8%	6.0%	0.0%	0.0%	1.2%	5.4%	8.8%	100.0%	100.0%	0.0%	9.7%	11.4%	3.2 GHz	[Unknown]	free_pcppages_bulk	[Unknown]	0
memcpy_erms	19.105s	60,224,000,000	4,464,000,000	13.491	22.9%	9.2%	0.0%	9.2%	2.7%	31.5%	37.1%	0.0%	0.0%	0.0%	67.7%	21.2%	3.2 GHz	[Unknown]	memcpy_erms	[Unknown]	0
_PyEval_MakeFrameVector	19.065s	70,144,000,000	17,408,000,000	4.029	10.7%	20.8%	5.0%	0.0%	3.6%	3.4%	24.6%	100.0%	0.0%	5.9%	55.8%	2.6%	3.7 GHz	[Unknown]	_PyEval_MakeFrameVector	ceval.c	0
sep_upsample	19.020s	67,648,000,000	54,864,000,000	1.233	40.8%	24.7%	0.0%	15.5%	4.9%	4.4%	12.2%	0.0%	0.0%	0.0%	26.4%	5.8%	3.6 GHz	[Unknown]	sep_upsample	[Unknown]	0
lookdict_unicode_nodummy	18.495s	56,576,000,000	16,208,000,000	3.491	17.9%	34.8%	18.3%	0.0%	4.2%	21.8%	31.3%	16.3%	0.0%	0.0%	2.7%	6.7%	3.1 GHz	[Unknown]	lookdict_unicode_nodummy	dictobject.c	0
xas_load	18.310s	60,016,000,000	36,880,000,000	1.627	15.7%	23.0%	10.3%	18.0%	4.5%	1.9%	8.7%	34.5%	13.4%	0.0%	3.5%	17.7%	3.3 GHz	[Unknown]	xas_load	[Unknown]	0
__mod_lruvec_state	17.425s	52,896,000,000	47,280,000,000	1.119	36.0%	17.9%	13.0%	27.5%	12.5%	3.1%	5.4%	0.0%	0.0%	4.2%	6.2%	6.5%	3.0 GHz	[Unknown]	__mod_lruvec_state	[Unknown]	0
precompute_coeffs	16.885s	53,920,000,000	81,168,000,000	0.664	59.5%	9.2%	11.8%	5.8%	0.0%	2.8%	25.9%	0.0%	0.0%	0.0%	20.3%	10.0%	3.2 GHz	[Unknown]	precompute_coeffs	[Unknown]	0
_PyFunction_Vectorcall	16.845s	56,576,000,000	6,368,000,000	8.884	1.3%	10.6%	6.9%	0.0%	7.7%	5.2%	40.8%	81.7%	0.0%	0.0%	69.7%	11.0%	3.4 GHz	[Unknown]	_PyFunction_Vectorcall	call.c	0
__mod_memcg_state	16.485s	55,408,000,000	44,848,000,000	1.235	31.1%	25.9%	12.2%	43.9%	7.3%	2.6%	2.4%	0.0%	0.0%	3.0%	0.3%	9.7%	3.4 GHz	[Unknown]	__mod_memcg_state	[Unknown]	0
clock_gettime	16.000s	42,864,000,000	43,728,000,000	0.980	54.3%	14.0%	0.0%	29.4%	0.7%	0.0%	0.3%	0.0%	0.0%	0.0%	0.0%	25.2%	2.7 GHz	[Unknown]	clock_gettime	[Unknown]	0
PyDict_GetItemWithError	15.620s	47,136,000,000	9,808,000,000	4.806	7.2%	21.3%	5.2%	21.6%	0.0%	18.0%	25.5%	27.6%	7.1%	0.0%	12.1%	0.0%	3.0 GHz	[Unknown]	PyDict_GetItemWithError	dictobject.c	0
torch::FunctionSignature::parse	15.505s	42,592,000,000	8,944,000,000	4.762	5.3%	51.3%	16.8%	23.2%	0.0%	5.3%	41.6%	50.2%	0.0%	0.0%	6.7%	0.0%	2.7 GHz	[Unknown]	torch::FunctionSignature::parse(_object*, _object*, _object*, _object**, bool)	[Unknown]	0
iscsi_dbg_trace	15.485s	51,696,000,000	12,992,000,000	3.979	16.8%	5.8%	0.0%	4.1%	0.0%	0.0%	27.6%	0.0%	0.0%	0.0%	79.2%	42.6%	3.3 GHz	[Unknown]	iscsi_dbg_trace	[Unknown]	0
mem_cgroup_try_charge	15.250s	58,000,000,000	12,768,000,000	4.543	4.7%	2.1%	4.2%	1.3%	1.0%	0.0%	0.5%	0.0%	0.0%	0.0%	82.0%	44.1%	3.8 GHz	[Unknown]	mem_cgroup_try_charge	[Unknown]	0
find_get_entries	14.910s	55,968,000,000	12,768,000,000	4.383	10.4%	5.7%	2.4%	0.0%	6.7%	0.7%	16.3%	28.9%	56.1%	0.0%	0.3%	5.0%	3.8 GHz	[Unknown]	find_get_entries	[Unknown]	0
_raw_spin_lock	14.765s	46,896,000,000	37,840,000,000	1.239	43.1%	44.5%	0.0%	38.1%	1.3%	0.0%	11.2%	0.0%	0.0%	0.0%	6.1%	6.6%	3.2 GHz	[Unknown]	_raw_spin_lock	[Unknown]	0
__mod_node_page_state	14.750s	45,008,000,000	46,080,000,000	0.977	51.5%	24.2%	0.0%	25.0%	5.0%	1.3%	3.3%	0.0%	0.0%	0.0%	0.0%	10.1%	3.1 GHz	[Unknown]	__mod_node_page_state	[Unknown]	0
func@0x4e0d70	14.575s	45,296,000,000	39,632,000,000	1.143	39.3%	16.1%	11.0%	11.9%	4.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	20.1%	3.1 GHz	[Unknown]	func@0x4e0d70	[Unknown]	0
PyType_IsSubtype	14.570s	44,912,000,000	9,952,000,000	4.513	13.5%	46.2%	9.4%	6.7%	19.0%	13.1%	27.4%	19.5%	0.0%	0.0%	5.7%	3.5%	3.1 GHz	[Unknown]	PyType_IsSubtype	typeobject.c	0
native_queued_spin_lock_slowpath	14.280s	53,904,000,000	11,248,000,000	4.792	23.6%	9.6%	0.0%	12.5%	0.0%	0.0%	2.8%	0.0%	0.0%	0.0%	0.0%	56.5%	3.8 GHz	[Unknown]	native_queued_spin_lock_slowpath	[Unknown]	0
_PyObject_GetMethod	14.245s	45,776,000,000	11,296,000,000	4.052	10.2%	28.5%	16.4%	0.0%	0.0%	13.3%	48.2%	24.8%	0.0%	0.0%	4.3%	12.3%	3.2 GHz	[Unknown]	_PyObject_GetMethod	object.c	0
release_pages	14.210s	41,888,000,000	46,816,000,000	0.895	64.6%	32.9%	0.0%	28.3%	4.7%	1.1%	2.5%	0.0%	0.0%	0.0%	0.0%	3.9%	2.9 GHz	[Unknown]	release_pages	[Unknown]	0
_int_free	13.530s	46,736,000,000	26,960,000,000	1.734	18.4%	45.7%	13.0%	15.4%	10.6%	18.4%	32.7%	20.0%	0.0%	0.0%	0.3%	0.0%	3.5 GHz	[Unknown]	_int_free	malloc.c	0
_dl_update_slotinfo	12.690s	38,160,000,000	43,760,000,000	0.872	43.2%	46.1%	6.3%	13.0%	10.6%	7.5%	22.8%	0.0%	0.0%	0.0%	7.5%	1.9%	3.0 GHz	[Unknown]	_dl_update_slotinfo	dl-tls.c	0
__pagevec_lru_add_fn	12.550s	39,856,000,000	43,104,000,000	0.925	44.4%	34.4%	3.5%	33.1%	3.4%	0.0%	4.1%	0.0%	0.0%	17.9%	4.5%	3.4%	3.2 GHz	[Unknown]	__pagevec_lru_add_fn	[Unknown]	0
vmacache_find	12.425s	40,208,000,000	31,872,000,000	1.262	29.0%	40.6%	11.7%	11.2%	4.8%	7.9%	14.9%	0.0%	0.0%	0.0%	0.0%	8.2%	3.2 GHz	[Unknown]	vmacache_find	[Unknown]	0
unlink_chunk	12.350s	38,304,000,000	2,592,000,000	14.778	3.2%	25.1%	11.1%	8.2%	5.5%	10.6%	38.8%	80.0%	0.0%	0.0%	2.0%	0.0%	3.1 GHz	[Unknown]	unlink_chunk	malloc.c	0
lookdict_unicode	11.795s	40,096,000,000	12,096,000,000	3.315	6.1%	26.9%	23.4%	0.0%	1.9%	31.1%	34.8%	18.0%	0.0%	0.0%	1.5%	4.3%	3.4 GHz	[Unknown]	lookdict_unicode	dictobject.c	0
ixgbe_clean_rx_irq	11.480s	38,848,000,000	12,448,000,000	3.121	15.9%	13.4%	4.2%	1.5%	5.8%	18.5%	15.8%	12.3%	0.0%	0.0%	48.3%	27.9%	3.4 GHz	[Unknown]	ixgbe_clean_rx_irq	[Unknown]	0
__activate_page	11.245s	31,360,000,000	39,008,000,000	0.804	50.1%	14.9%	9.3%	25.8%	1.0%	0.0%	2.4%	0.0%	0.0%	0.0%	10.5%	9.1%	2.8 GHz	[Unknown]	__activate_page	[Unknown]	0
__GI___libc_malloc	11.030s	38,352,000,000	11,360,000,000	3.376	9.1%	51.1%	11.3%	50.1%	7.0%	12.8%	12.5%	4.3%	0.0%	0.0%	5.9%	0.0%	3.5 GHz	[Unknown]	__GI___libc_malloc	malloc.c	0
lookdict_split	11.030s	41,040,000,000	15,536,000,000	2.642	15.9%	27.7%	13.9%	0.0%	16.8%	6.3%	26.7%	37.5%	0.0%	0.0%	2.9%	0.9%	3.7 GHz	[Unknown]	lookdict_split	dictobject.c	0
jpeg_idct_8x16	10.975s	31,264,000,000	64,912,000,000	0.482	100.0%	10.6%	0.0%	2.9%	0.0%	0.0%	4.8%	0.0%	0.0%	0.0%	1.0%	0.0%	2.8 GHz	[Unknown]	jpeg_idct_8x16	[Unknown]	0
do_user_addr_fault	10.635s	41,712,000,000	34,928,000,000	1.194	46.1%	43.0%	0.0%	34.5%	6.8%	1.1%	11.1%	5.2%	0.0%	0.0%	0.4%	6.9%	3.9 GHz	[Unknown]	do_user_addr_fault	[Unknown]	0
__count_memcg_events	10.325s	33,552,000,000	18,608,000,000	1.803	11.3%	11.9%	4.9%	56.8%	0.9%	11.6%	14.3%	0.0%	0.0%	0.0%	0.0%	1.6%	3.2 GHz	[Unknown]	__count_memcg_events	[Unknown]	0
shmem_getpage_gfp	10.290s	35,024,000,000	28,032,000,000	1.249	38.6%	34.8%	5.5%	15.8%	1.3%	5.6%	0.0%	0.0%	0.0%	0.0%	12.8%	9.8%	3.4 GHz	[Unknown]	shmem_getpage_gfp	[Unknown]	0
