Source Function / Function / Call Stack	CPU Time	Clockticks	Instructions Retired	CPI Rate	Retiring	Front-End Bound	Bad Speculation	L1 Bound	L2 Bound	L3 Bound	Memory Bandwidth	Local DRAM	Remote DRAM	Remote Cache	Store Bound	Core Bound	Average CPU Frequency	Module	Function (Full)	Source File	Start Address
decompress_onepass	210.795s	680,176,000,000	876,704,000,000	0.776	53.8%	19.0%	20.8%	14.7%	0.7%	0.6%	8.9%	0.0%	0.0%	0.0%	2.2%	3.2%	3.2 GHz	[Unknown]	decompress_onepass	[Unknown]	0
clear_page_erms	207.930s	658,128,000,000	20,416,000,000	32.236	7.0%	2.3%	0.0%	0.0%	0.0%	0.0%	2.4%	0.0%	0.0%	0.0%	89.5%	46.1%	3.2 GHz	[Unknown]	clear_page_erms	[Unknown]	0
at::native::AVX2::vectorized_loop<at::native::(anonymous namespace)::div_true_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()(void) const::{lambda()#2}::operator()(void) const::{lambda(floatfloat)#1}&, at::native::(anonymous namespace)::div_true_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()(void) const::{lambda()#2}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<float>at::vec::AVX2::Vectorized<float>)#2}&>.isra.0	190.740s	604,384,000,000	213,136,000,000	2.836	19.2%	6.8%	0.7%	24.7%	17.6%	13.7%	94.8%	0.0%	0.0%	0.0%	14.3%	27.2%	3.2 GHz	[Unknown]	at::native::AVX2::vectorized_loop<at::native::(anonymous namespace)::div_true_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()(void) const::{lambda()#2}::operator()(void) const::{lambda(floatfloat)#1}&, at::native::(anonymous namespace)::div_true_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()(void) const::{lambda()#2}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<float>at::vec::AVX2::Vectorized<float>)#2}&>(char**, long, long, at::native::(anonymous namespace)::div_true_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()(void) const::{lambda()#2}::operator()(void) const::{lambda(floatfloat)#1}&&&, at::native::(anonymous namespace)::div_true_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()(void) const::{lambda()#2}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<float>at::vec::AVX2::Vectorized<float>)#2}&&&).isra.0	[Unknown]	0
func@0x3fd7b0	190.305s	601,008,000,000	1,029,568,000,000	0.584	59.4%	8.6%	0.0%	14.2%	4.3%	0.0%	0.0%	0.0%	0.0%	0.0%	0.1%	20.1%	3.2 GHz	[Unknown]	func@0x3fd7b0	[Unknown]	0
_PyEval_EvalFrameDefault	188.645s	613,328,000,000	260,816,000,000	2.352	18.5%	28.6%	10.9%	9.7%	0.0%	12.0%	31.8%	38.8%	0.6%	0.0%	10.1%	6.1%	3.3 GHz	[Unknown]	_PyEval_EvalFrameDefault	ceval.c	0
c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(unsigned char)#1}, at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<unsigned char>)#2}>>	140.685s	443,616,000,000	1,312,000,000,000	0.338	100.0%	3.7%	0.0%	9.7%	0.9%	0.7%	23.2%	0.0%	0.0%	0.0%	0.5%	0.0%	3.2 GHz	[Unknown]	c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(unsigned char)#1}, at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<unsigned char>)#2}>>(long, char**, long const*, long, long)	[Unknown]	0
__memset_avx2_erms	135.840s	441,872,000,000	592,000,000	746.405	5.2%	4.0%	0.6%	0.0%	0.0%	0.0%	11.3%	0.0%	0.0%	0.0%	93.7%	46.4%	3.3 GHz	[Unknown]	__memset_avx2_erms	memset-vec-unaligned-erms.S	0
at::native::(anonymous namespace)::cat_serial_kernel	113.025s	378,080,000,000	112,688,000,000	3.355	11.5%	8.7%	6.6%	2.3%	5.1%	3.2%	63.2%	100.0%	3.1%	0.0%	26.3%	18.2%	3.3 GHz	[Unknown]	at::native::(anonymous namespace)::cat_serial_kernel(at::Tensor const&, std::vector<std::reference_wrapper<at::Tensor const>, std::allocator<std::reference_wrapper<at::Tensor const>>> const&, long)	[Unknown]	0
page_fault	101.090s	308,048,000,000	9,232,000,000	33.367	15.3%	13.6%	8.9%	0.0%	2.5%	0.0%	32.2%	0.0%	0.0%	0.0%	11.4%	36.3%	3.0 GHz	[Unknown]	page_fault	[Unknown]	0
prepare_exit_to_usermode	96.720s	303,584,000,000	17,584,000,000	17.265	11.8%	20.6%	1.5%	1.7%	1.0%	0.6%	5.8%	0.0%	0.0%	0.0%	7.0%	41.0%	3.1 GHz	[Unknown]	prepare_exit_to_usermode	[Unknown]	0
c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::TensorIteratorBase::loop_2d_from_1d<at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1}>(, signed char, at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1} const&)::{lambda(char**long const*, long, long)#1}>	90.960s	298,080,000,000	133,168,000,000	2.238	17.5%	4.6%	0.6%	36.4%	14.5%	7.9%	58.5%	0.0%	0.0%	0.0%	57.9%	15.7%	3.3 GHz	[Unknown]	c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::TensorIteratorBase::loop_2d_from_1d<at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1}>(, signed char, at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1} const&)::{lambda(char**long const*, long, long)#1}>(long, char**, long const*, long, long)	[Unknown]	0
jpeg_idct_16x8	79.650s	247,312,000,000	539,936,000,000	0.458	86.5%	10.8%	1.5%	5.2%	0.1%	0.0%	9.8%	0.0%	0.0%	0.0%	2.2%	1.0%	3.1 GHz	[Unknown]	jpeg_idct_16x8	[Unknown]	0
jpeg_huff_decode	71.080s	229,440,000,000	142,512,000,000	1.610	27.0%	30.9%	42.2%	9.9%	1.2%	1.6%	11.4%	0.0%	0.0%	0.0%	0.0%	0.0%	3.2 GHz	[Unknown]	jpeg_huff_decode	[Unknown]	0
_int_malloc	66.815s	225,792,000,000	26,064,000,000	8.663	3.4%	16.4%	5.5%	8.4%	2.1%	14.4%	25.7%	43.1%	0.0%	0.0%	1.1%	8.1%	3.4 GHz	[Unknown]	_int_malloc	malloc.c	0
ImagingPackRGB	61.045s	183,840,000,000	438,496,000,000	0.419	84.5%	9.4%	3.0%	9.7%	1.4%	2.5%	21.1%	0.0%	0.0%	0.0%	11.2%	1.9%	3.0 GHz	[Unknown]	ImagingPackRGB	[Unknown]	0
_Py_DECREF	51.805s	166,768,000,000	73,408,000,000	2.272	18.2%	33.1%	9.0%	4.6%	1.6%	21.9%	28.1%	16.8%	0.0%	0.0%	2.6%	3.5%	3.2 GHz	[Unknown]	_Py_DECREF	object.h	0
change_pte_range	50.950s	145,888,000,000	45,312,000,000	3.220	11.0%	4.3%	2.7%	0.0%	5.4%	0.1%	68.7%	100.0%	100.0%	0.0%	0.0%	5.5%	2.9 GHz	[Unknown]	change_pte_range	[Unknown]	0
_Py_INCREF	48.625s	147,824,000,000	30,384,000,000	4.865	6.6%	26.6%	8.9%	8.3%	0.0%	7.3%	36.0%	100.0%	2.6%	0.0%	22.5%	2.8%	3.0 GHz	[Unknown]	_Py_INCREF	object.h	0
__memset_avx2_unaligned_erms	46.985s	169,616,000,000	152,048,000,000	1.116	37.6%	30.7%	8.5%	7.9%	0.7%	0.0%	10.9%	0.0%	0.0%	0.0%	21.3%	9.0%	3.6 GHz	[Unknown]	__memset_avx2_unaligned_erms	memset-vec-unaligned-erms.S	0
zap_pte_range.isra.0	41.665s	140,464,000,000	45,936,000,000	3.058	13.0%	9.6%	1.7%	8.1%	1.3%	0.0%	13.7%	29.7%	32.8%	0.0%	0.0%	8.8%	3.4 GHz	[Unknown]	zap_pte_range.isra.0	[Unknown]	0
c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(floatfloat)#1}, at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<float>at::vec::AVX2::Vectorized<float>)#2}>>	39.370s	131,680,000,000	101,968,000,000	1.291	38.4%	24.2%	0.0%	7.4%	14.2%	20.4%	87.9%	0.0%	0.0%	0.0%	3.6%	16.5%	3.3 GHz	[Unknown]	c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(floatfloat)#1}, at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<float>at::vec::AVX2::Vectorized<float>)#2}>>(long, char**, long const*, long, long)	[Unknown]	0
ImagingFlipLeftRight	36.495s	119,600,000,000	292,720,000,000	0.409	89.2%	3.9%	0.0%	9.8%	0.8%	2.8%	18.6%	0.0%	0.0%	0.0%	7.5%	5.3%	3.3 GHz	[Unknown]	ImagingFlipLeftRight	[Unknown]	0
func@0x159f20	32.500s	96,128,000,000	156,000,000,000	0.616	53.4%	9.0%	9.0%	8.9%	5.5%	0.8%	0.0%	1.8%	0.0%	0.0%	0.0%	18.5%	3.0 GHz	[Unknown]	func@0x159f20	[Unknown]	0
swapgs_restore_regs_and_return_to_usermode	32.375s	107,840,000,000	18,928,000,000	5.697	15.4%	19.5%	6.0%	6.5%	1.8%	0.4%	6.8%	0.0%	0.0%	0.0%	0.0%	50.3%	3.3 GHz	[Unknown]	swapgs_restore_regs_and_return_to_usermode	[Unknown]	0
copy_user_enhanced_fast_string	31.555s	106,832,000,000	3,136,000,000	34.066	8.8%	4.1%	0.0%	12.2%	9.0%	6.3%	68.1%	83.9%	20.8%	80.5%	61.5%	10.1%	3.4 GHz	[Unknown]	copy_user_enhanced_fast_string	[Unknown]	0
error_entry	31.005s	103,408,000,000	17,552,000,000	5.892	15.0%	16.2%	3.9%	0.0%	0.4%	0.0%	8.3%	0.0%	0.0%	0.0%	0.6%	64.1%	3.3 GHz	[Unknown]	error_entry	[Unknown]	0
__handle_mm_fault	29.955s	94,640,000,000	103,040,000,000	0.918	53.3%	30.2%	0.6%	20.4%	0.3%	8.1%	7.4%	0.0%	0.0%	0.0%	3.2%	6.8%	3.2 GHz	[Unknown]	__handle_mm_fault	[Unknown]	0
rmqueue	29.525s	102,080,000,000	51,264,000,000	1.991	23.6%	4.7%	0.0%	23.4%	4.7%	1.5%	11.2%	38.1%	19.7%	0.0%	64.8%	14.4%	3.5 GHz	[Unknown]	rmqueue	[Unknown]	0
_PyType_Lookup	28.625s	94,944,000,000	30,688,000,000	3.094	13.3%	22.9%	8.7%	6.3%	3.3%	7.9%	42.0%	100.0%	0.0%	0.0%	4.1%	8.4%	3.3 GHz	[Unknown]	_PyType_Lookup	typeobject.c	0
filemap_map_pages	25.545s	76,096,000,000	21,808,000,000	3.489	10.2%	8.9%	5.9%	27.4%	0.0%	0.7%	57.0%	100.0%	99.0%	0.0%	0.0%	0.0%	3.0 GHz	[Unknown]	filemap_map_pages	[Unknown]	0
pymalloc_alloc	24.790s	66,272,000,000	20,032,000,000	3.308	10.7%	37.6%	12.2%	6.6%	9.3%	20.7%	36.4%	58.1%	0.0%	0.0%	9.1%	8.0%	2.7 GHz	[Unknown]	pymalloc_alloc	obmalloc.c	0
clock_gettime	21.900s	56,352,000,000	76,128,000,000	0.740	49.7%	6.6%	0.0%	12.5%	0.5%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	39.9%	2.6 GHz	[Unknown]	clock_gettime	[Unknown]	0
do_numa_page	20.715s	72,416,000,000	29,168,000,000	2.483	17.2%	16.0%	5.1%	23.6%	0.0%	0.5%	37.3%	100.0%	0.0%	0.0%	0.0%	8.1%	3.5 GHz	[Unknown]	do_numa_page	[Unknown]	0
get_mem_cgroup_from_mm	20.270s	67,712,000,000	7,136,000,000	9.489	6.1%	4.1%	1.3%	17.3%	3.5%	2.9%	1.6%	0.0%	0.0%	0.0%	78.6%	35.3%	3.3 GHz	[Unknown]	get_mem_cgroup_from_mm	[Unknown]	0
PyObject_GetAttr	19.790s	67,856,000,000	12,464,000,000	5.444	4.4%	17.2%	10.5%	7.1%	0.0%	16.4%	40.7%	49.3%	0.0%	0.0%	10.4%	2.8%	3.4 GHz	[Unknown]	PyObject_GetAttr	object.c	0
mem_cgroup_try_charge	19.585s	64,752,000,000	12,064,000,000	5.367	5.2%	1.9%	0.0%	4.9%	0.2%	0.0%	0.5%	0.0%	0.0%	0.0%	91.3%	48.1%	3.3 GHz	[Unknown]	mem_cgroup_try_charge	[Unknown]	0
_PyEval_MakeFrameVector	18.975s	61,680,000,000	20,128,000,000	3.064	16.4%	21.1%	1.4%	8.8%	2.9%	6.7%	37.0%	100.0%	0.0%	0.0%	56.9%	3.6%	3.3 GHz	[Unknown]	_PyEval_MakeFrameVector	ceval.c	0
free_pcppages_bulk	18.770s	63,664,000,000	30,656,000,000	2.077	20.6%	3.5%	0.7%	8.7%	0.0%	1.7%	11.5%	100.0%	89.2%	0.0%	9.4%	10.1%	3.4 GHz	[Unknown]	free_pcppages_bulk	[Unknown]	0
sep_upsample	18.315s	56,400,000,000	58,896,000,000	0.958	37.7%	23.5%	16.7%	12.2%	2.9%	5.3%	12.0%	0.0%	0.0%	0.0%	21.3%	9.5%	3.1 GHz	[Unknown]	sep_upsample	[Unknown]	0
lookdict_unicode_nodummy	17.690s	60,960,000,000	20,304,000,000	3.002	11.2%	30.7%	18.6%	8.6%	0.0%	25.3%	24.4%	18.0%	9.3%	0.0%	5.2%	0.0%	3.4 GHz	[Unknown]	lookdict_unicode_nodummy	dictobject.c	0
_PyObject_VectorcallTstate	17.320s	51,584,000,000	11,680,000,000	4.416	8.7%	42.2%	13.6%	0.9%	1.7%	0.0%	41.9%	0.0%	0.0%	0.0%	32.3%	2.2%	3.0 GHz	[Unknown]	_PyObject_VectorcallTstate	abstract.h	0
__mod_memcg_state	17.100s	54,416,000,000	51,200,000,000	1.063	36.4%	22.2%	9.1%	35.0%	2.8%	2.4%	3.6%	3.1%	4.7%	0.0%	1.1%	9.8%	3.2 GHz	[Unknown]	__mod_memcg_state	[Unknown]	0
__mod_lruvec_state	16.730s	50,400,000,000	51,952,000,000	0.970	46.2%	18.9%	9.5%	30.7%	6.0%	3.5%	5.4%	0.0%	0.0%	0.0%	6.0%	4.1%	3.0 GHz	[Unknown]	__mod_lruvec_state	[Unknown]	0
handle_mm_fault	16.485s	45,680,000,000	46,912,000,000	0.974	41.2%	15.1%	8.2%	33.2%	1.3%	2.3%	4.9%	0.0%	7.7%	0.0%	1.6%	14.1%	2.8 GHz	[Unknown]	handle_mm_fault	[Unknown]	0
find_get_entries	16.470s	50,800,000,000	17,232,000,000	2.948	9.9%	5.5%	1.1%	13.6%	0.0%	0.0%	22.4%	81.2%	75.5%	0.0%	0.3%	0.0%	3.1 GHz	[Unknown]	find_get_entries	[Unknown]	0
precompute_coeffs	16.175s	48,896,000,000	80,704,000,000	0.606	56.4%	9.4%	4.1%	6.4%	0.0%	0.1%	23.9%	0.0%	0.0%	0.0%	23.6%	14.7%	3.0 GHz	[Unknown]	precompute_coeffs	[Unknown]	0
xas_load	15.970s	61,728,000,000	41,392,000,000	1.491	20.7%	16.6%	11.6%	10.9%	1.0%	2.5%	8.0%	40.3%	0.0%	0.0%	4.9%	15.1%	3.9 GHz	[Unknown]	xas_load	[Unknown]	0
func@0x4e0d70	15.060s	48,880,000,000	36,304,000,000	1.346	32.3%	13.4%	23.1%	7.4%	0.3%	0.0%	0.3%	0.0%	0.0%	0.0%	0.0%	26.3%	3.2 GHz	[Unknown]	func@0x4e0d70	[Unknown]	0
_PyFunction_Vectorcall	15.040s	51,936,000,000	6,768,000,000	7.674	4.0%	11.7%	4.0%	0.0%	7.2%	4.5%	39.9%	85.4%	0.0%	0.0%	78.0%	0.0%	3.5 GHz	[Unknown]	_PyFunction_Vectorcall	call.c	0
memcpy_erms	15.030s	47,520,000,000	3,392,000,000	14.009	8.7%	7.2%	11.4%	12.6%	0.0%	29.4%	38.8%	0.0%	0.0%	0.0%	55.6%	16.4%	3.2 GHz	[Unknown]	memcpy_erms	[Unknown]	0
lookdict_unicode	14.800s	48,864,000,000	13,600,000,000	3.593	12.7%	28.2%	11.6%	2.1%	12.0%	19.2%	30.4%	48.5%	0.0%	0.0%	0.6%	3.1%	3.3 GHz	[Unknown]	lookdict_unicode	dictobject.c	0
_PyObject_GetMethod	13.445s	40,000,000,000	14,928,000,000	2.680	11.0%	29.8%	8.5%	4.9%	8.6%	15.9%	54.4%	49.8%	0.0%	0.0%	6.0%	14.2%	3.0 GHz	[Unknown]	_PyObject_GetMethod	object.c	0
release_pages	13.440s	43,472,000,000	49,904,000,000	0.871	45.1%	34.0%	6.8%	29.3%	2.1%	0.0%	4.1%	0.0%	0.0%	0.0%	0.7%	4.2%	3.2 GHz	[Unknown]	release_pages	[Unknown]	0
PyDict_GetItemWithError	13.265s	39,456,000,000	10,400,000,000	3.794	10.1%	15.5%	3.4%	10.3%	5.3%	16.3%	23.2%	37.4%	8.3%	0.0%	12.5%	8.5%	3.0 GHz	[Unknown]	PyDict_GetItemWithError	dictobject.c	0
__mod_node_page_state	13.180s	42,784,000,000	54,560,000,000	0.784	41.3%	25.3%	14.0%	23.1%	3.9%	1.1%	2.1%	0.0%	0.0%	0.0%	0.7%	11.2%	3.2 GHz	[Unknown]	__mod_node_page_state	[Unknown]	0
_dl_update_slotinfo	12.280s	35,424,000,000	34,016,000,000	1.041	41.0%	39.4%	12.4%	11.9%	3.4%	4.9%	26.3%	0.0%	0.0%	0.0%	9.3%	2.8%	2.9 GHz	[Unknown]	_dl_update_slotinfo	dl-tls.c	0
torch::FunctionSignature::parse	12.230s	48,192,000,000	6,752,000,000	7.137	5.9%	50.5%	13.5%	8.4%	0.9%	2.5%	41.4%	62.3%	0.0%	0.0%	5.3%	0.0%	3.9 GHz	[Unknown]	torch::FunctionSignature::parse(_object*, _object*, _object*, _object**, bool)	[Unknown]	0
iscsi_dbg_trace	11.965s	36,064,000,000	9,680,000,000	3.726	18.9%	5.9%	1.5%	3.3%	0.0%	0.0%	32.9%	0.0%	0.0%	0.0%	82.8%	40.3%	3.0 GHz	[Unknown]	iscsi_dbg_trace	[Unknown]	0
PyType_IsSubtype	11.540s	35,856,000,000	10,304,000,000	3.480	12.1%	58.0%	11.2%	13.8%	10.5%	19.0%	35.6%	59.9%	0.0%	0.0%	7.9%	0.0%	3.1 GHz	[Unknown]	PyType_IsSubtype	typeobject.c	0
__pagevec_lru_add_fn	11.380s	42,608,000,000	42,512,000,000	1.002	46.9%	23.4%	0.0%	20.8%	0.0%	0.5%	3.9%	0.0%	0.0%	0.0%	2.1%	18.1%	3.7 GHz	[Unknown]	__pagevec_lru_add_fn	[Unknown]	0
func@0x36a860	11.365s	35,440,000,000	44,544,000,000	0.796	42.2%	19.6%	50.6%	7.6%	0.0%	3.4%	0.4%	0.0%	0.0%	0.0%	0.0%	0.0%	3.1 GHz	[Unknown]	func@0x36a860	[Unknown]	0
_int_free	11.220s	37,552,000,000	26,176,000,000	1.435	30.4%	54.7%	5.5%	18.4%	0.0%	11.8%	38.3%	12.5%	0.0%	0.0%	1.2%	4.9%	3.3 GHz	[Unknown]	_int_free	malloc.c	0
jpeg_idct_8x16	11.120s	30,352,000,000	62,656,000,000	0.484	95.1%	13.7%	0.4%	4.0%	0.0%	0.0%	9.9%	0.0%	0.0%	0.0%	0.5%	0.0%	2.7 GHz	[Unknown]	jpeg_idct_8x16	[Unknown]	0
__GI___libc_malloc	10.975s	35,360,000,000	16,944,000,000	2.087	15.1%	44.6%	3.0%	40.3%	8.1%	16.5%	25.5%	0.0%	0.0%	0.0%	8.1%	13.7%	3.2 GHz	[Unknown]	__GI___libc_malloc	malloc.c	0
unlink_chunk	10.810s	36,336,000,000	2,704,000,000	13.438	4.4%	26.9%	10.7%	0.4%	7.8%	6.5%	42.1%	53.2%	0.0%	0.0%	1.7%	4.0%	3.4 GHz	[Unknown]	unlink_chunk	malloc.c	0
lookdict_split	10.675s	35,360,000,000	18,064,000,000	1.957	11.1%	30.6%	22.5%	0.8%	0.0%	18.3%	25.9%	37.9%	0.0%	0.0%	4.2%	12.2%	3.3 GHz	[Unknown]	lookdict_split	dictobject.c	0
shmem_getpage_gfp	10.660s	31,024,000,000	26,896,000,000	1.153	40.3%	36.4%	4.8%	18.9%	1.5%	4.4%	0.0%	0.0%	0.0%	5.7%	15.0%	9.8%	2.9 GHz	[Unknown]	shmem_getpage_gfp	[Unknown]	0
_raw_spin_lock	10.335s	30,576,000,000	32,736,000,000	0.934	47.3%	47.3%	0.0%	40.2%	1.0%	0.0%	12.3%	0.0%	0.0%	4.9%	5.9%	6.3%	3.0 GHz	[Unknown]	_raw_spin_lock	[Unknown]	0
func@0x291e70	9.905s	31,952,000,000	54,528,000,000	0.586	58.2%	28.0%	0.0%	19.2%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	32.3%	3.2 GHz	[Unknown]	func@0x291e70	[Unknown]	0
_PyObject_GenericGetAttrWithDict	9.615s	27,968,000,000	23,504,000,000	1.190	28.2%	33.7%	6.2%	16.1%	0.0%	11.2%	25.7%	59.5%	0.0%	0.0%	10.7%	6.1%	2.9 GHz	[Unknown]	_PyObject_GenericGetAttrWithDict	object.c	0
try_charge	9.595s	30,224,000,000	14,608,000,000	2.069	20.7%	4.1%	0.0%	12.4%	4.5%	0.6%	2.5%	9.6%	0.0%	0.0%	58.6%	41.5%	3.1 GHz	[Unknown]	try_charge	[Unknown]	0
l2rgb	9.540s	25,488,000,000	33,888,000,000	0.752	45.8%	8.1%	9.3%	11.2%	1.2%	0.0%	8.8%	0.0%	0.0%	0.0%	38.8%	14.6%	2.7 GHz	[Unknown]	l2rgb	[Unknown]	0
__activate_page	9.495s	33,424,000,000	35,648,000,000	0.938	52.8%	15.6%	1.9%	18.0%	3.1%	0.0%	2.7%	0.0%	0.0%	0.0%	6.3%	15.4%	3.5 GHz	[Unknown]	__activate_page	[Unknown]	0
