"pt_mai [TID:3159574] (PID:3159163)",243.0000
"pt_mai [TID:3159600] (PID:3159163)",243.0000
"pt_mai [TID:3159581] (PID:3159163)",242.0000
"pt_mai [TID:3159589] (PID:3159163)",242.0000
"pt_mai [TID:3159570] (PID:3159163)",241.0000
"pt_mai [TID:3159591] (PID:3159163)",241.0000
"pt_mai [TID:3159592] (PID:3159163)",241.0000
"pt_mai [TID:3159595] (PID:3159163)",241.0000
"pt_mai [TID:3159599] (PID:3159163)",241.0000
"pt_mai [TID:3159617] (PID:3159163)",241.0000
"pt_main_thread [TID:3159163] (PID:3159163)",240.0000
"pt_mai [TID:3159575] (PID:3159163)",240.0000
"pt_mai [TID:3159576] (PID:3159163)",240.0000
"pt_mai [TID:3159601] (PID:3159163)",240.0000
"pt_mai [TID:3159608] (PID:3159163)",240.0000
"pt_mai [TID:3159618] (PID:3159163)",240.0000
"pt_mai [TID:3159561] (PID:3159163)",239.0000
"pt_mai [TID:3159622] (PID:3159163)",238.0000
"pt_mai [TID:3159594] (PID:3159163)",236.0000
"pt_mai [TID:3159611] (PID:3159163)",233.0000
"pt_mai [TID:3159569] (PID:3159163)",215.0000
"pt_mai [TID:3159562] (PID:3159163)",213.0000
"pt_mai [TID:3159585] (PID:3159163)",210.0000
"pt_mai [TID:3159598] (PID:3159163)",199.0000
"pt_mai [TID:3159572] (PID:3159163)",181.0000
"pt_mai [TID:3159573] (PID:3159163)",178.0000
"pt_mai [TID:3159587] (PID:3159163)",177.0000
"pt_mai [TID:3159578] (PID:3159163)",171.0000
"pt_mai [TID:3159590] (PID:3159163)",68.0000
"pt_mai [TID:3159610] (PID:3159163)",55.0000
"pt_mai [TID:3159597] (PID:3159163)",46.0000
"pt_mai [TID:3159612] (PID:3159163)",42.0000
"pt_mai [TID:3159616] (PID:3159163)",41.0000
