Source Function / Function / Call Stack	CPU Time	Clockticks	Instructions Retired	CPI Rate	Retiring	Front-End Bound	Bad Speculation	L1 Bound	L2 Bound	L3 Bound	Memory Bandwidth	Local DRAM	Remote DRAM	Remote Cache	Store Bound	Core Bound	Average CPU Frequency	Module	Function (Full)	Source File	Start Address
decompress_onepass	227.220s	740,608,000,000	885,024,000,000	0.837	53.2%	24.4%	15.2%	16.1%	1.3%	0.5%	9.4%	0.0%	0.0%	0.0%	2.6%	3.9%	3.3 GHz	[Unknown]	decompress_onepass	[Unknown]	0
_PyEval_EvalFrameDefault	225.335s	747,312,000,000	267,232,000,000	2.796	16.3%	27.4%	14.2%	11.6%	2.7%	10.1%	41.6%	29.5%	0.0%	0.0%	11.1%	2.0%	3.3 GHz	[Unknown]	_PyEval_EvalFrameDefault	ceval.c	0
at::native::AVX2::vectorized_loop<at::native::(anonymous namespace)::div_true_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()(void) const::{lambda()#2}::operator()(void) const::{lambda(floatfloat)#1}&, at::native::(anonymous namespace)::div_true_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()(void) const::{lambda()#2}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<float>at::vec::AVX2::Vectorized<float>)#2}&>.isra.0	200.315s	662,896,000,000	214,176,000,000	3.095	20.0%	9.2%	1.2%	25.1%	17.2%	13.1%	92.3%	0.8%	0.0%	0.0%	12.9%	24.8%	3.3 GHz	[Unknown]	at::native::AVX2::vectorized_loop<at::native::(anonymous namespace)::div_true_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()(void) const::{lambda()#2}::operator()(void) const::{lambda(floatfloat)#1}&, at::native::(anonymous namespace)::div_true_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()(void) const::{lambda()#2}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<float>at::vec::AVX2::Vectorized<float>)#2}&>(char**, long, long, at::native::(anonymous namespace)::div_true_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()(void) const::{lambda()#2}::operator()(void) const::{lambda(floatfloat)#1}&&&, at::native::(anonymous namespace)::div_true_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()(void) const::{lambda()#2}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<float>at::vec::AVX2::Vectorized<float>)#2}&&&).isra.0	[Unknown]	0
clear_page_erms	189.850s	626,896,000,000	20,624,000,000	30.396	8.5%	4.3%	0.0%	0.0%	0.3%	0.0%	4.2%	0.0%	0.0%	0.0%	88.3%	46.2%	3.3 GHz	[Unknown]	clear_page_erms	[Unknown]	0
func@0x3fd7b0	187.200s	620,208,000,000	912,048,000,000	0.680	59.1%	10.7%	0.0%	19.5%	5.9%	0.7%	0.2%	0.0%	0.0%	0.0%	0.1%	17.6%	3.3 GHz	[Unknown]	func@0x3fd7b0	[Unknown]	0
__memset_avx2_erms	158.275s	520,208,000,000	432,000,000	1,204.185	4.4%	5.3%	0.1%	0.0%	0.0%	0.0%	22.9%	0.0%	0.0%	0.0%	90.6%	47.1%	3.3 GHz	[Unknown]	__memset_avx2_erms	memset-vec-unaligned-erms.S	0
c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(unsigned char)#1}, at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<unsigned char>)#2}>>	151.835s	500,096,000,000	1,377,840,000,000	0.363	100.0%	4.5%	0.0%	10.6%	0.6%	0.5%	19.7%	0.0%	0.0%	0.0%	0.6%	0.0%	3.3 GHz	[Unknown]	c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(unsigned char)#1}, at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<unsigned char>)#2}>>(long, char**, long const*, long, long)	[Unknown]	0
page_fault	145.550s	472,096,000,000	11,328,000,000	41.675	14.6%	16.0%	11.4%	0.0%	2.7%	0.0%	30.6%	0.0%	0.0%	0.0%	9.6%	33.2%	3.2 GHz	[Unknown]	page_fault	[Unknown]	0
prepare_exit_to_usermode	129.980s	481,440,000,000	26,336,000,000	18.281	12.0%	21.5%	0.7%	2.0%	1.1%	0.0%	10.7%	0.0%	0.0%	0.0%	7.8%	36.4%	3.7 GHz	[Unknown]	prepare_exit_to_usermode	[Unknown]	0
at::native::(anonymous namespace)::cat_serial_kernel	129.440s	411,760,000,000	100,192,000,000	4.110	12.6%	12.7%	7.8%	9.4%	0.0%	3.2%	61.3%	100.0%	4.4%	0.0%	30.2%	18.2%	3.2 GHz	[Unknown]	at::native::(anonymous namespace)::cat_serial_kernel(at::Tensor const&, std::vector<std::reference_wrapper<at::Tensor const>, std::allocator<std::reference_wrapper<at::Tensor const>>> const&, long)	[Unknown]	0
change_pte_range	112.025s	336,656,000,000	107,440,000,000	3.133	12.8%	5.9%	2.4%	4.7%	10.3%	0.1%	58.8%	100.0%	100.0%	3.0%	0.0%	9.8%	3.0 GHz	[Unknown]	change_pte_range	[Unknown]	0
c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::TensorIteratorBase::loop_2d_from_1d<at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1}>(, signed char, at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1} const&)::{lambda(char**long const*, long, long)#1}>	99.585s	316,688,000,000	127,392,000,000	2.486	17.9%	7.6%	0.0%	34.2%	17.1%	8.1%	60.3%	0.0%	0.0%	0.0%	53.3%	20.5%	3.2 GHz	[Unknown]	c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::TensorIteratorBase::loop_2d_from_1d<at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1}>(, signed char, at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1} const&)::{lambda(char**long const*, long, long)#1}>(long, char**, long const*, long, long)	[Unknown]	0
jpeg_idct_16x8	82.625s	269,408,000,000	553,184,000,000	0.487	85.0%	15.2%	0.1%	5.3%	0.3%	0.0%	10.4%	0.0%	0.0%	0.0%	2.1%	0.0%	3.3 GHz	[Unknown]	jpeg_idct_16x8	[Unknown]	0
jpeg_huff_decode	77.790s	260,480,000,000	143,840,000,000	1.811	26.6%	30.1%	35.9%	8.1%	2.6%	1.0%	11.6%	0.0%	0.0%	0.0%	0.0%	4.6%	3.3 GHz	[Unknown]	jpeg_huff_decode	[Unknown]	0
_int_malloc	74.610s	256,496,000,000	34,784,000,000	7.374	4.6%	14.7%	7.5%	9.6%	1.2%	16.2%	31.8%	34.3%	0.0%	0.0%	0.8%	0.4%	3.4 GHz	[Unknown]	_int_malloc	malloc.c	0
_Py_DECREF	63.995s	209,888,000,000	78,624,000,000	2.670	14.5%	35.9%	14.5%	6.1%	3.9%	14.8%	38.4%	12.0%	2.9%	0.9%	3.9%	11.2%	3.3 GHz	[Unknown]	_Py_DECREF	object.h	0
ImagingPackRGB	62.675s	209,040,000,000	456,816,000,000	0.458	82.0%	8.1%	7.7%	12.1%	1.0%	2.5%	19.5%	0.0%	0.0%	0.0%	9.9%	1.5%	3.3 GHz	[Unknown]	ImagingPackRGB	[Unknown]	0
_Py_INCREF	61.695s	212,000,000,000	35,600,000,000	5.955	8.8%	22.6%	5.5%	6.7%	0.0%	10.5%	50.4%	97.1%	1.8%	0.0%	20.4%	3.2%	3.4 GHz	[Unknown]	_Py_INCREF	object.h	0
__memset_avx2_unaligned_erms	53.350s	181,392,000,000	144,528,000,000	1.255	31.6%	33.0%	17.6%	6.6%	0.5%	0.0%	9.9%	0.0%	0.0%	0.0%	21.2%	10.3%	3.4 GHz	[Unknown]	__memset_avx2_unaligned_erms	memset-vec-unaligned-erms.S	0
swapgs_restore_regs_and_return_to_usermode	45.530s	159,792,000,000	26,160,000,000	6.108	18.9%	20.3%	6.7%	5.5%	0.9%	0.9%	10.5%	0.0%	0.0%	0.0%	0.0%	44.3%	3.5 GHz	[Unknown]	swapgs_restore_regs_and_return_to_usermode	[Unknown]	0
c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(floatfloat)#1}, at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<float>at::vec::AVX2::Vectorized<float>)#2}>>	41.435s	134,400,000,000	119,040,000,000	1.129	36.6%	26.0%	0.0%	6.6%	14.1%	22.8%	95.9%	0.0%	0.0%	0.0%	4.7%	15.0%	3.2 GHz	[Unknown]	c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(floatfloat)#1}, at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<float>at::vec::AVX2::Vectorized<float>)#2}>>(long, char**, long const*, long, long)	[Unknown]	0
ImagingFlipLeftRight	40.600s	129,840,000,000	274,592,000,000	0.473	87.0%	6.2%	0.0%	10.3%	3.4%	0.3%	19.3%	0.0%	0.0%	0.0%	8.1%	6.2%	3.2 GHz	[Unknown]	ImagingFlipLeftRight	[Unknown]	0
error_entry	38.185s	135,840,000,000	22,880,000,000	5.937	23.0%	16.2%	3.0%	0.0%	0.0%	0.0%	10.6%	0.0%	0.0%	0.0%	0.3%	57.4%	3.6 GHz	[Unknown]	error_entry	[Unknown]	0
_PyType_Lookup	36.985s	115,008,000,000	42,736,000,000	2.691	14.4%	28.1%	8.5%	7.6%	0.0%	12.6%	53.1%	100.0%	0.0%	0.0%	5.5%	5.6%	3.1 GHz	[Unknown]	_PyType_Lookup	typeobject.c	0
__handle_mm_fault	34.980s	130,720,000,000	133,376,000,000	0.980	50.8%	30.6%	0.0%	16.3%	4.9%	3.3%	11.0%	0.0%	0.0%	0.0%	3.9%	9.6%	3.7 GHz	[Unknown]	__handle_mm_fault	[Unknown]	0
pymalloc_alloc	33.810s	106,224,000,000	27,680,000,000	3.838	11.7%	34.7%	19.5%	18.6%	4.2%	19.2%	52.5%	38.3%	3.3%	0.0%	8.0%	3.5%	3.1 GHz	[Unknown]	pymalloc_alloc	obmalloc.c	0
copy_user_enhanced_fast_string	31.395s	115,408,000,000	1,696,000,000	68.047	7.5%	4.0%	0.0%	18.2%	4.9%	5.8%	69.8%	100.0%	22.6%	52.4%	64.7%	3.4%	3.7 GHz	[Unknown]	copy_user_enhanced_fast_string	[Unknown]	0
zap_pte_range.isra.0	30.480s	107,600,000,000	44,352,000,000	2.426	18.7%	12.4%	0.0%	5.9%	7.4%	0.1%	11.6%	35.3%	11.7%	0.0%	0.0%	15.9%	3.5 GHz	[Unknown]	zap_pte_range.isra.0	[Unknown]	0
func@0x159f20	29.155s	97,568,000,000	122,080,000,000	0.799	45.2%	12.9%	13.6%	7.5%	5.2%	0.5%	0.3%	0.0%	0.0%	0.0%	0.0%	21.5%	3.3 GHz	[Unknown]	func@0x159f20	[Unknown]	0
rmqueue	27.710s	91,152,000,000	52,864,000,000	1.724	26.6%	11.1%	0.0%	10.9%	7.7%	0.7%	15.5%	25.6%	0.0%	3.7%	49.2%	14.9%	3.3 GHz	[Unknown]	rmqueue	[Unknown]	0
do_numa_page	26.075s	81,456,000,000	46,944,000,000	1.735	28.0%	20.5%	4.2%	16.8%	0.0%	0.7%	39.4%	53.1%	8.2%	0.0%	0.0%	6.7%	3.1 GHz	[Unknown]	do_numa_page	[Unknown]	0
PyObject_GetAttr	24.345s	79,632,000,000	9,936,000,000	8.014	7.4%	18.1%	4.3%	1.9%	0.4%	12.0%	43.7%	34.2%	0.0%	0.0%	11.5%	1.5%	3.3 GHz	[Unknown]	PyObject_GetAttr	object.c	0
_PyEval_MakeFrameVector	23.805s	85,680,000,000	18,432,000,000	4.648	11.7%	20.1%	7.7%	7.2%	0.0%	4.6%	45.7%	100.0%	0.0%	0.0%	64.3%	5.9%	3.6 GHz	[Unknown]	_PyEval_MakeFrameVector	ceval.c	0
get_mem_cgroup_from_mm	23.495s	73,648,000,000	11,488,000,000	6.411	4.4%	6.3%	6.1%	14.3%	2.9%	0.8%	3.5%	2.0%	3.2%	0.0%	86.4%	34.4%	3.1 GHz	[Unknown]	get_mem_cgroup_from_mm	[Unknown]	0
lookdict_unicode_nodummy	22.845s	77,360,000,000	24,864,000,000	3.111	13.2%	33.1%	14.7%	4.7%	0.0%	15.9%	45.4%	20.7%	12.8%	0.0%	4.7%	9.8%	3.4 GHz	[Unknown]	lookdict_unicode_nodummy	dictobject.c	0
_PyObject_VectorcallTstate	22.815s	74,736,000,000	14,656,000,000	5.099	8.4%	37.7%	5.1%	3.4%	5.8%	72.3%	57.2%	0.0%	0.0%	0.0%	36.3%	2.9%	3.3 GHz	[Unknown]	_PyObject_VectorcallTstate	abstract.h	0
handle_mm_fault	20.440s	67,792,000,000	64,288,000,000	1.055	44.1%	18.7%	0.0%	19.3%	3.8%	1.5%	9.3%	0.0%	0.0%	0.0%	0.9%	24.9%	3.3 GHz	[Unknown]	handle_mm_fault	[Unknown]	0
sep_upsample	19.690s	71,696,000,000	51,776,000,000	1.385	36.6%	25.0%	0.4%	7.7%	2.9%	4.4%	11.7%	0.0%	0.0%	0.0%	21.5%	9.5%	3.6 GHz	[Unknown]	sep_upsample	[Unknown]	0
_PyObject_GetMethod	18.395s	65,392,000,000	19,232,000,000	3.400	9.9%	27.3%	14.7%	11.0%	0.0%	9.0%	56.7%	71.9%	0.0%	0.0%	6.0%	3.2%	3.6 GHz	[Unknown]	_PyObject_GetMethod	object.c	0
_PyFunction_Vectorcall	18.265s	62,592,000,000	4,640,000,000	13.490	4.0%	8.4%	1.1%	0.2%	0.5%	5.1%	61.6%	74.7%	0.0%	0.0%	80.8%	4.3%	3.4 GHz	[Unknown]	_PyFunction_Vectorcall	call.c	0
iscsi_dbg_trace	17.810s	55,520,000,000	15,200,000,000	3.653	12.4%	6.4%	0.0%	3.0%	0.0%	0.0%	27.6%	0.0%	0.0%	0.0%	68.6%	44.9%	3.1 GHz	[Unknown]	iscsi_dbg_trace	[Unknown]	0
memcpy_erms	17.790s	60,544,000,000	4,816,000,000	12.571	13.9%	9.7%	4.8%	33.0%	2.5%	18.4%	38.2%	0.0%	0.0%	0.0%	63.2%	12.9%	3.4 GHz	[Unknown]	memcpy_erms	[Unknown]	0
lookdict_unicode	17.720s	60,752,000,000	11,840,000,000	5.131	5.8%	27.3%	11.9%	11.4%	0.5%	27.3%	50.6%	20.8%	8.1%	0.0%	1.5%	2.4%	3.4 GHz	[Unknown]	lookdict_unicode	dictobject.c	0
_int_free	17.665s	52,384,000,000	32,624,000,000	1.606	25.5%	50.1%	11.0%	8.6%	0.3%	18.5%	40.7%	18.5%	0.0%	0.0%	2.0%	4.4%	3.0 GHz	[Unknown]	_int_free	malloc.c	0
func@0x4e0d70	17.100s	52,176,000,000	40,208,000,000	1.298	30.6%	14.0%	37.2%	11.5%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	14.2%	3.1 GHz	[Unknown]	func@0x4e0d70	[Unknown]	0
mem_cgroup_try_charge	17.035s	52,608,000,000	11,264,000,000	4.670	7.9%	4.6%	0.0%	5.4%	0.0%	0.0%	0.9%	0.0%	0.0%	0.0%	81.0%	43.3%	3.1 GHz	[Unknown]	mem_cgroup_try_charge	[Unknown]	0
__mod_memcg_state	16.955s	57,312,000,000	50,624,000,000	1.132	39.3%	16.7%	6.7%	41.9%	5.0%	2.4%	6.5%	5.3%	0.0%	2.7%	0.0%	3.8%	3.4 GHz	[Unknown]	__mod_memcg_state	[Unknown]	0
do_syscall_64	16.760s	59,968,000,000	6,128,000,000	9.786	12.8%	25.4%	0.5%	2.0%	2.5%	8.5%	44.8%	0.0%	0.0%	0.0%	6.3%	28.7%	3.6 GHz	[Unknown]	do_syscall_64	[Unknown]	0
PyType_IsSubtype	16.525s	56,704,000,000	10,704,000,000	5.297	6.8%	45.8%	6.4%	16.9%	0.0%	10.0%	41.8%	59.8%	0.0%	0.0%	11.6%	0.2%	3.4 GHz	[Unknown]	PyType_IsSubtype	typeobject.c	0
xas_load	16.200s	50,672,000,000	43,872,000,000	1.155	31.9%	23.0%	8.9%	5.0%	14.2%	3.0%	10.4%	36.4%	9.4%	0.0%	6.2%	17.8%	3.1 GHz	[Unknown]	xas_load	[Unknown]	0
clock_gettime	16.000s	52,816,000,000	52,672,000,000	1.003	46.5%	13.1%	2.7%	13.1%	2.0%	2.3%	2.8%	0.0%	0.0%	0.0%	0.0%	24.8%	3.3 GHz	[Unknown]	clock_gettime	[Unknown]	0
PyDict_GetItemWithError	15.615s	49,856,000,000	10,800,000,000	4.616	7.5%	19.7%	11.0%	0.0%	11.7%	13.6%	44.8%	57.5%	0.0%	0.0%	13.2%	8.5%	3.2 GHz	[Unknown]	PyDict_GetItemWithError	dictobject.c	0
filemap_map_pages	15.490s	63,408,000,000	21,152,000,000	2.998	14.9%	14.1%	5.8%	9.0%	0.5%	1.5%	33.6%	100.0%	100.0%	0.0%	0.0%	12.8%	4.1 GHz	[Unknown]	filemap_map_pages	[Unknown]	0
release_pages	15.195s	43,472,000,000	51,088,000,000	0.851	53.6%	31.4%	0.0%	31.4%	3.8%	0.0%	3.1%	0.0%	0.0%	0.0%	0.0%	6.3%	2.9 GHz	[Unknown]	release_pages	[Unknown]	0
__mod_lruvec_state	14.950s	60,592,000,000	61,104,000,000	0.992	34.5%	19.5%	0.7%	26.7%	6.7%	2.4%	7.4%	0.0%	0.0%	0.0%	2.0%	19.2%	4.1 GHz	[Unknown]	__mod_lruvec_state	[Unknown]	0
torch::FunctionSignature::parse	14.810s	44,688,000,000	9,632,000,000	4.640	6.7%	58.6%	12.7%	16.8%	9.7%	4.5%	46.0%	56.0%	0.0%	0.0%	6.7%	0.9%	3.0 GHz	[Unknown]	torch::FunctionSignature::parse(_object*, _object*, _object*, _object**, bool)	[Unknown]	0
lookdict_split	14.675s	45,296,000,000	20,592,000,000	2.200	19.0%	28.3%	13.5%	0.0%	4.0%	14.0%	39.4%	50.0%	0.0%	0.0%	1.7%	6.9%	3.1 GHz	[Unknown]	lookdict_split	dictobject.c	0
free_pcppages_bulk	14.305s	54,720,000,000	38,064,000,000	1.438	25.0%	9.1%	4.1%	2.2%	0.0%	4.3%	7.7%	100.0%	100.0%	0.0%	8.8%	10.2%	3.8 GHz	[Unknown]	free_pcppages_bulk	[Unknown]	0
_raw_spin_lock	14.170s	48,304,000,000	42,096,000,000	1.147	36.1%	40.0%	0.0%	41.6%	0.0%	0.0%	18.6%	0.0%	0.0%	0.0%	5.0%	7.8%	3.4 GHz	[Unknown]	_raw_spin_lock	[Unknown]	0
precompute_coeffs	13.895s	53,616,000,000	70,016,000,000	0.766	66.7%	9.5%	0.0%	10.6%	0.0%	1.7%	22.4%	0.0%	0.0%	0.0%	26.6%	16.7%	3.9 GHz	[Unknown]	precompute_coeffs	[Unknown]	0
__GI___libc_malloc	13.870s	43,760,000,000	13,792,000,000	3.173	16.7%	52.0%	9.8%	37.7%	0.0%	29.1%	25.4%	0.0%	0.0%	0.0%	6.2%	5.6%	3.2 GHz	[Unknown]	__GI___libc_malloc	malloc.c	0
ixgbe_clean_rx_irq	13.535s	49,232,000,000	18,768,000,000	2.623	21.0%	17.3%	0.0%	3.7%	0.0%	1.7%	18.9%	18.9%	0.0%	0.0%	34.4%	23.5%	3.6 GHz	[Unknown]	ixgbe_clean_rx_irq	[Unknown]	0
unlink_chunk	13.090s	43,120,000,000	3,552,000,000	12.140	4.3%	23.7%	11.3%	7.0%	0.0%	19.0%	44.2%	80.2%	0.0%	0.0%	1.0%	14.3%	3.3 GHz	[Unknown]	unlink_chunk	malloc.c	0
__mod_node_page_state	12.850s	45,088,000,000	51,760,000,000	0.871	44.8%	21.9%	4.9%	28.3%	3.3%	4.0%	3.7%	0.0%	0.0%	0.0%	1.0%	12.0%	3.5 GHz	[Unknown]	__mod_node_page_state	[Unknown]	0
_PyObject_GenericGetAttrWithDict	12.735s	41,440,000,000	31,872,000,000	1.300	27.3%	37.5%	12.4%	2.5%	0.0%	4.9%	36.6%	87.8%	0.0%	0.0%	6.5%	8.7%	3.3 GHz	[Unknown]	_PyObject_GenericGetAttrWithDict	object.c	0
__pagevec_lru_add_fn	12.695s	34,304,000,000	38,800,000,000	0.884	69.3%	42.7%	0.0%	44.2%	0.0%	0.0%	5.2%	0.0%	0.0%	9.5%	5.2%	0.0%	2.7 GHz	[Unknown]	__pagevec_lru_add_fn	[Unknown]	0
find_get_entries	12.445s	48,592,000,000	16,368,000,000	2.969	12.4%	8.7%	0.0%	0.3%	18.2%	0.9%	13.9%	62.6%	58.2%	0.0%	0.3%	19.1%	3.9 GHz	[Unknown]	find_get_entries	[Unknown]	0
__count_memcg_events	12.160s	40,208,000,000	18,416,000,000	2.183	20.8%	16.2%	0.0%	54.8%	1.9%	8.6%	11.9%	7.5%	0.0%	0.0%	0.0%	20.7%	3.3 GHz	[Unknown]	__count_memcg_events	[Unknown]	0
jpeg_idct_8x16	11.625s	33,168,000,000	65,120,000,000	0.509	96.2%	10.8%	0.0%	5.0%	0.0%	0.0%	6.3%	0.0%	0.0%	0.0%	1.4%	9.3%	2.9 GHz	[Unknown]	jpeg_idct_8x16	[Unknown]	0
_dl_update_slotinfo	11.500s	41,072,000,000	38,240,000,000	1.074	41.9%	44.9%	2.5%	22.3%	1.5%	9.5%	26.7%	0.0%	0.0%	0.0%	7.3%	4.0%	3.6 GHz	[Unknown]	_dl_update_slotinfo	dl-tls.c	0
frame_dealloc	11.490s	35,872,000,000	19,280,000,000	1.861	14.3%	39.8%	22.9%	3.8%	7.5%	13.5%	43.1%	74.4%	0.0%	0.0%	3.3%	7.1%	3.1 GHz	[Unknown]	frame_dealloc	frameobject.c	0
sync_regs	11.330s	34,368,000,000	6,848,000,000	5.019	27.6%	34.2%	32.7%	14.4%	0.9%	0.0%	8.7%	0.0%	0.0%	0.0%	3.5%	1.5%	3.0 GHz	[Unknown]	sync_regs	[Unknown]	0
_PyUnicode_FromId	11.290s	43,968,000,000	10,848,000,000	4.053	17.0%	43.8%	4.0%	0.0%	7.8%	18.5%	42.6%	6.0%	0.0%	0.0%	1.7%	13.6%	3.9 GHz	[Unknown]	_PyUnicode_FromId	unicodeobject.c	0
