Source Function / Function / Call Stack	CPU Time	Clockticks	Instructions Retired	CPI Rate	Retiring	Front-End Bound	Bad Speculation	L1 Bound	L2 Bound	L3 Bound	Memory Bandwidth	Local DRAM	Remote DRAM	Remote Cache	Store Bound	Core Bound	Average CPU Frequency	Module	Function (Full)	Source File	Start Address
func@0x3fd7b0	194.965s	638,352,000,000	1,136,064,000,000	0.562	57.1%	7.4%	0.0%	12.6%	5.0%	0.0%	0.4%	0.0%	0.0%	0.0%	0.1%	21.8%	3.3 GHz	[Unknown]	func@0x3fd7b0	[Unknown]	0
at::native::AVX2::vectorized_loop<at::native::(anonymous namespace)::div_true_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()(void) const::{lambda()#2}::operator()(void) const::{lambda(floatfloat)#1}&, at::native::(anonymous namespace)::div_true_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()(void) const::{lambda()#2}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<float>at::vec::AVX2::Vectorized<float>)#2}&>.isra.0	192.190s	632,912,000,000	219,440,000,000	2.884	14.4%	3.5%	0.9%	27.2%	14.0%	12.0%	89.8%	0.0%	0.0%	0.0%	14.0%	30.9%	3.3 GHz	[Unknown]	at::native::AVX2::vectorized_loop<at::native::(anonymous namespace)::div_true_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()(void) const::{lambda()#2}::operator()(void) const::{lambda(floatfloat)#1}&, at::native::(anonymous namespace)::div_true_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()(void) const::{lambda()#2}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<float>at::vec::AVX2::Vectorized<float>)#2}&>(char**, long, long, at::native::(anonymous namespace)::div_true_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()(void) const::{lambda()#2}::operator()(void) const::{lambda(floatfloat)#1}&&&, at::native::(anonymous namespace)::div_true_kernel(at::TensorIteratorBase&)::{lambda()#1}::operator()(void) const::{lambda()#2}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<float>at::vec::AVX2::Vectorized<float>)#2}&&&).isra.0	[Unknown]	0
_PyEval_EvalFrameDefault	187.805s	656,416,000,000	293,264,000,000	2.238	14.0%	27.1%	12.0%	5.7%	2.7%	11.3%	32.4%	34.0%	1.7%	0.0%	8.8%	8.3%	3.5 GHz	[Unknown]	_PyEval_EvalFrameDefault	ceval.c	0
decompress_onepass	185.000s	608,336,000,000	972,704,000,000	0.625	56.1%	13.6%	16.5%	11.6%	0.0%	0.7%	8.0%	0.0%	0.0%	0.0%	1.8%	8.3%	3.3 GHz	[Unknown]	decompress_onepass	[Unknown]	0
clear_page_erms	153.740s	536,176,000,000	21,280,000,000	25.196	7.1%	1.9%	0.0%	0.0%	0.0%	0.0%	1.7%	0.0%	0.0%	0.0%	89.4%	45.4%	3.5 GHz	[Unknown]	clear_page_erms	[Unknown]	0
__memset_avx2_erms	131.670s	483,248,000,000	224,000,000	2,157.357	3.4%	2.0%	1.2%	0.0%	0.0%	0.0%	6.4%	0.0%	0.0%	0.0%	85.5%	46.5%	3.7 GHz	[Unknown]	__memset_avx2_erms	memset-vec-unaligned-erms.S	0
c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(unsigned char)#1}, at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<unsigned char>)#2}>>	125.490s	402,976,000,000	1,344,016,000,000	0.300	100.0%	2.6%	0.0%	6.9%	0.4%	0.7%	21.0%	0.0%	0.0%	0.0%	0.4%	0.0%	3.2 GHz	[Unknown]	c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(unsigned char)#1}, at::native::AVX2::direct_copy_kernel(at::TensorIteratorBase&)::{lambda()#3}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<unsigned char>)#2}>>(long, char**, long const*, long, long)	[Unknown]	0
at::native::(anonymous namespace)::cat_serial_kernel	105.930s	353,184,000,000	112,992,000,000	3.126	11.0%	9.3%	5.7%	4.2%	0.0%	3.5%	62.9%	100.0%	14.4%	0.0%	19.2%	25.8%	3.3 GHz	[Unknown]	at::native::(anonymous namespace)::cat_serial_kernel(at::Tensor const&, std::vector<std::reference_wrapper<at::Tensor const>, std::allocator<std::reference_wrapper<at::Tensor const>>> const&, long)	[Unknown]	0
page_fault	100.050s	332,896,000,000	9,616,000,000	34.619	11.8%	12.8%	10.2%	0.0%	3.1%	0.0%	31.3%	0.0%	0.0%	0.0%	9.9%	36.9%	3.3 GHz	[Unknown]	page_fault	[Unknown]	0
prepare_exit_to_usermode	92.725s	311,312,000,000	19,440,000,000	16.014	11.4%	19.5%	0.0%	1.5%	1.0%	0.2%	8.8%	0.0%	0.0%	0.0%	4.4%	43.2%	3.4 GHz	[Unknown]	prepare_exit_to_usermode	[Unknown]	0
c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::TensorIteratorBase::loop_2d_from_1d<at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1}>(, signed char, at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1} const&)::{lambda(char**long const*, long, long)#1}>	86.360s	284,160,000,000	127,520,000,000	2.228	15.9%	3.9%	2.9%	33.2%	15.9%	7.1%	63.9%	0.0%	0.0%	0.0%	60.9%	14.6%	3.3 GHz	[Unknown]	c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::TensorIteratorBase::loop_2d_from_1d<at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1}>(, signed char, at::native::AVX2::copy_kernel(at::TensorIterator&, bool)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda()#1}::operator()(void) const::{lambda(char**long const*, long)#1} const&)::{lambda(char**long const*, long, long)#1}>(long, char**, long const*, long, long)	[Unknown]	0
jpeg_idct_16x8	67.700s	221,696,000,000	553,472,000,000	0.401	76.2%	7.4%	4.7%	3.5%	0.6%	0.0%	10.4%	0.0%	0.0%	0.0%	1.6%	10.5%	3.3 GHz	[Unknown]	jpeg_idct_16x8	[Unknown]	0
_int_malloc	66.105s	224,304,000,000	33,200,000,000	6.756	4.8%	15.6%	7.0%	12.5%	0.0%	16.6%	26.2%	28.0%	0.0%	0.0%	0.7%	2.0%	3.4 GHz	[Unknown]	_int_malloc	malloc.c	0
jpeg_huff_decode	61.890s	193,968,000,000	149,648,000,000	1.296	28.5%	26.7%	50.0%	9.0%	2.3%	0.7%	11.2%	0.0%	0.0%	0.0%	0.0%	0.0%	3.1 GHz	[Unknown]	jpeg_huff_decode	[Unknown]	0
_Py_DECREF	55.855s	180,960,000,000	76,304,000,000	2.372	14.0%	38.2%	10.5%	9.5%	0.0%	26.1%	37.0%	7.9%	0.0%	0.0%	3.7%	5.4%	3.2 GHz	[Unknown]	_Py_DECREF	object.h	0
_Py_INCREF	55.380s	193,776,000,000	35,552,000,000	5.450	5.4%	25.8%	9.7%	3.3%	0.0%	10.8%	44.0%	100.0%	0.0%	0.0%	21.3%	5.1%	3.5 GHz	[Unknown]	_Py_INCREF	object.h	0
ImagingPackRGB	53.610s	182,272,000,000	460,976,000,000	0.395	78.8%	6.9%	3.0%	6.5%	1.0%	2.1%	19.2%	0.0%	0.0%	0.0%	10.2%	7.6%	3.4 GHz	[Unknown]	ImagingPackRGB	[Unknown]	0
change_pte_range	47.340s	150,112,000,000	58,320,000,000	2.574	13.0%	4.1%	0.0%	0.0%	10.0%	0.0%	60.2%	100.0%	100.0%	0.0%	0.0%	8.9%	3.2 GHz	[Unknown]	change_pte_range	[Unknown]	0
__memset_avx2_unaligned_erms	42.445s	144,704,000,000	170,944,000,000	0.846	40.4%	27.3%	15.3%	8.3%	2.0%	0.0%	9.8%	0.0%	0.0%	0.0%	16.8%	7.4%	3.4 GHz	[Unknown]	__memset_avx2_unaligned_erms	memset-vec-unaligned-erms.S	0
c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(floatfloat)#1}, at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<float>at::vec::AVX2::Vectorized<float>)#2}>>	36.310s	130,256,000,000	114,128,000,000	1.141	25.2%	23.1%	3.5%	7.8%	10.5%	22.2%	90.4%	3.4%	0.0%	0.0%	3.9%	14.7%	3.6 GHz	[Unknown]	c10::function_ref<void (char**, long const*, long, long)>::callback_fn<at::native::AVX2::VectorizedLoop2d<at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(floatfloat)#1}, at::native::(anonymous namespace)::add_kernel(at::TensorIteratorBase&, c10::Scalar const&)::{lambda()#1}::operator()(void) const::{lambda()#7}::operator()(void) const::{lambda(at::vec::AVX2::Vectorized<float>at::vec::AVX2::Vectorized<float>)#2}>>(long, char**, long const*, long, long)	[Unknown]	0
ImagingFlipLeftRight	34.225s	110,864,000,000	279,376,000,000	0.397	74.0%	3.3%	0.0%	8.9%	0.0%	3.1%	21.4%	0.0%	0.0%	0.0%	11.4%	13.9%	3.2 GHz	[Unknown]	ImagingFlipLeftRight	[Unknown]	0
func@0x159f20	31.355s	108,320,000,000	161,760,000,000	0.670	53.6%	12.8%	6.4%	10.9%	4.7%	0.0%	0.3%	0.0%	0.0%	0.0%	0.0%	18.4%	3.5 GHz	[Unknown]	func@0x159f20	[Unknown]	0
swapgs_restore_regs_and_return_to_usermode	30.920s	107,872,000,000	20,192,000,000	5.342	12.2%	18.5%	8.2%	4.4%	0.1%	0.8%	6.3%	0.0%	0.0%	0.0%	0.0%	52.5%	3.5 GHz	[Unknown]	swapgs_restore_regs_and_return_to_usermode	[Unknown]	0
_PyType_Lookup	30.220s	103,264,000,000	37,456,000,000	2.757	11.5%	27.8%	9.2%	11.2%	1.6%	12.3%	54.8%	100.0%	0.0%	0.0%	4.9%	2.2%	3.4 GHz	[Unknown]	_PyType_Lookup	typeobject.c	0
error_entry	29.275s	91,840,000,000	18,352,000,000	5.004	16.5%	11.4%	5.7%	0.0%	0.0%	0.0%	10.3%	0.0%	0.0%	0.0%	0.3%	64.0%	3.1 GHz	[Unknown]	error_entry	[Unknown]	0
copy_user_enhanced_fast_string	27.980s	85,856,000,000	1,696,000,000	50.623	8.7%	1.8%	0.2%	14.9%	3.7%	8.8%	75.3%	86.5%	27.9%	100.0%	65.7%	7.6%	3.1 GHz	[Unknown]	copy_user_enhanced_fast_string	[Unknown]	0
pymalloc_alloc	27.565s	93,760,000,000	27,152,000,000	3.453	10.4%	31.9%	15.4%	6.1%	5.4%	30.4%	35.7%	54.0%	0.0%	0.0%	5.6%	13.5%	3.4 GHz	[Unknown]	pymalloc_alloc	obmalloc.c	0
__handle_mm_fault	26.690s	84,144,000,000	107,264,000,000	0.784	43.5%	32.1%	7.3%	10.5%	3.4%	4.6%	8.9%	0.0%	0.0%	0.0%	2.5%	9.4%	3.2 GHz	[Unknown]	__handle_mm_fault	[Unknown]	0
_PyEval_MakeFrameVector	23.105s	76,592,000,000	18,688,000,000	4.098	8.7%	17.1%	4.6%	5.9%	0.0%	6.5%	33.5%	100.0%	0.0%	0.0%	54.8%	0.0%	3.3 GHz	[Unknown]	_PyEval_MakeFrameVector	ceval.c	0
zap_pte_range.isra.0	22.995s	77,024,000,000	47,600,000,000	1.618	22.4%	15.1%	5.0%	10.3%	14.4%	0.0%	13.2%	20.3%	31.5%	0.0%	0.0%	10.8%	3.3 GHz	[Unknown]	zap_pte_range.isra.0	[Unknown]	0
lookdict_unicode_nodummy	21.380s	67,792,000,000	25,440,000,000	2.665	11.6%	32.5%	21.3%	0.0%	5.1%	20.3%	37.6%	35.4%	0.0%	0.0%	4.2%	8.3%	3.2 GHz	[Unknown]	lookdict_unicode_nodummy	dictobject.c	0
func@0x4e0d70	21.080s	66,672,000,000	49,280,000,000	1.353	31.2%	7.4%	30.6%	6.7%	0.2%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	27.0%	3.2 GHz	[Unknown]	func@0x4e0d70	[Unknown]	0
mem_cgroup_try_charge	21.060s	78,064,000,000	14,496,000,000	5.385	4.7%	0.9%	0.0%	2.3%	0.0%	0.0%	0.2%	0.0%	0.0%	0.0%	92.8%	48.4%	3.7 GHz	[Unknown]	mem_cgroup_try_charge	[Unknown]	0
clock_gettime	20.835s	62,176,000,000	77,616,000,000	0.801	64.3%	10.2%	0.0%	18.6%	2.2%	2.9%	2.4%	0.0%	0.0%	0.0%	0.0%	30.3%	3.0 GHz	[Unknown]	clock_gettime	[Unknown]	0
PyObject_GetAttr	20.815s	67,472,000,000	12,160,000,000	5.549	7.2%	19.0%	7.6%	0.0%	5.6%	12.0%	46.0%	45.4%	4.7%	0.0%	8.0%	11.3%	3.2 GHz	[Unknown]	PyObject_GetAttr	object.c	0
rmqueue	20.440s	68,384,000,000	56,912,000,000	1.202	31.5%	10.1%	0.0%	11.0%	9.4%	1.8%	19.3%	36.8%	9.5%	6.1%	43.2%	12.4%	3.3 GHz	[Unknown]	rmqueue	[Unknown]	0
_PyObject_VectorcallTstate	18.520s	64,240,000,000	16,880,000,000	3.806	8.8%	37.8%	8.8%	3.3%	0.0%	0.0%	46.7%	0.0%	0.0%	0.0%	31.5%	4.8%	3.5 GHz	[Unknown]	_PyObject_VectorcallTstate	abstract.h	0
do_syscall_64	17.415s	60,624,000,000	4,032,000,000	15.036	13.2%	21.9%	0.0%	1.5%	4.5%	4.0%	31.7%	0.0%	0.0%	0.0%	3.5%	45.2%	3.5 GHz	[Unknown]	do_syscall_64	[Unknown]	0
lookdict_unicode	17.215s	52,352,000,000	14,608,000,000	3.584	8.1%	32.5%	13.9%	1.4%	0.0%	23.6%	35.8%	28.7%	8.9%	0.0%	3.4%	8.0%	3.0 GHz	[Unknown]	lookdict_unicode	dictobject.c	0
get_mem_cgroup_from_mm	16.745s	57,024,000,000	8,464,000,000	6.737	4.0%	2.5%	5.3%	37.6%	2.6%	1.7%	1.1%	2.7%	0.0%	0.0%	81.0%	20.0%	3.4 GHz	[Unknown]	get_mem_cgroup_from_mm	[Unknown]	0
_PyObject_GetMethod	15.950s	55,840,000,000	16,672,000,000	3.349	12.9%	27.2%	8.8%	9.4%	0.0%	12.2%	48.9%	66.2%	0.0%	0.0%	4.6%	0.0%	3.5 GHz	[Unknown]	_PyObject_GetMethod	object.c	0
_PyFunction_Vectorcall	15.415s	52,048,000,000	6,896,000,000	7.548	2.5%	13.2%	8.3%	1.7%	6.3%	5.0%	54.8%	90.2%	0.0%	0.0%	64.3%	13.3%	3.4 GHz	[Unknown]	_PyFunction_Vectorcall	call.c	0
PyType_IsSubtype	15.080s	45,520,000,000	13,392,000,000	3.399	8.4%	70.7%	13.8%	0.0%	0.7%	14.4%	45.1%	48.5%	0.0%	0.0%	5.6%	0.9%	3.0 GHz	[Unknown]	PyType_IsSubtype	typeobject.c	0
_int_free	14.995s	49,440,000,000	29,648,000,000	1.668	22.1%	47.8%	8.3%	13.3%	2.1%	14.4%	32.8%	15.6%	0.0%	0.0%	2.7%	6.8%	3.3 GHz	[Unknown]	_int_free	malloc.c	0
__mod_lruvec_state	14.810s	53,648,000,000	47,904,000,000	1.120	39.6%	14.7%	0.0%	26.8%	0.0%	2.9%	5.3%	4.2%	0.0%	0.0%	2.2%	11.9%	3.6 GHz	[Unknown]	__mod_lruvec_state	[Unknown]	0
__mod_memcg_state	14.720s	51,648,000,000	44,528,000,000	1.160	43.2%	23.5%	2.0%	27.6%	4.6%	3.2%	5.2%	0.0%	0.0%	0.0%	0.3%	11.5%	3.5 GHz	[Unknown]	__mod_memcg_state	[Unknown]	0
xas_load	14.415s	42,928,000,000	44,912,000,000	0.956	25.1%	22.0%	9.6%	21.0%	0.7%	3.0%	7.7%	14.9%	23.1%	0.0%	15.0%	7.7%	3.0 GHz	[Unknown]	xas_load	[Unknown]	0
handle_mm_fault	14.260s	42,432,000,000	46,752,000,000	0.908	51.7%	15.9%	0.0%	29.3%	3.5%	1.8%	6.0%	0.0%	0.0%	0.0%	0.4%	29.3%	3.0 GHz	[Unknown]	handle_mm_fault	[Unknown]	0
try_charge	13.655s	39,968,000,000	16,976,000,000	2.354	13.0%	3.9%	0.0%	24.8%	1.1%	3.0%	1.5%	0.0%	0.0%	0.0%	65.7%	32.7%	2.9 GHz	[Unknown]	try_charge	[Unknown]	0
iscsi_dbg_trace	13.435s	38,144,000,000	9,808,000,000	3.889	15.2%	6.6%	0.0%	5.9%	0.0%	0.0%	26.3%	0.0%	0.0%	0.0%	80.2%	42.3%	2.8 GHz	[Unknown]	iscsi_dbg_trace	[Unknown]	0
sep_upsample	13.255s	44,272,000,000	57,120,000,000	0.775	40.9%	26.3%	12.7%	13.2%	1.7%	3.0%	15.2%	0.0%	0.0%	0.0%	21.0%	8.7%	3.3 GHz	[Unknown]	sep_upsample	[Unknown]	0
precompute_coeffs	13.060s	46,336,000,000	74,272,000,000	0.624	57.5%	7.7%	0.0%	8.7%	0.0%	0.0%	23.6%	0.0%	55.2%	0.0%	16.5%	21.2%	3.5 GHz	[Unknown]	precompute_coeffs	[Unknown]	0
release_pages	12.940s	42,352,000,000	52,128,000,000	0.812	32.5%	27.3%	6.4%	34.0%	2.1%	0.0%	2.5%	0.0%	0.0%	0.0%	0.7%	12.4%	3.3 GHz	[Unknown]	release_pages	[Unknown]	0
__mod_node_page_state	12.875s	36,960,000,000	60,928,000,000	0.607	47.3%	27.3%	19.3%	21.1%	5.3%	0.6%	5.7%	0.0%	0.0%	6.3%	0.8%	2.7%	2.9 GHz	[Unknown]	__mod_node_page_state	[Unknown]	0
free_pcppages_bulk	12.835s	44,096,000,000	41,728,000,000	1.057	32.0%	10.9%	13.2%	8.2%	0.0%	4.0%	5.8%	97.8%	30.3%	0.0%	8.5%	11.6%	3.4 GHz	[Unknown]	free_pcppages_bulk	[Unknown]	0
filemap_map_pages	12.585s	45,056,000,000	22,576,000,000	1.996	24.4%	15.1%	4.3%	20.0%	0.0%	0.4%	38.3%	100.0%	100.0%	0.0%	0.0%	17.6%	3.6 GHz	[Unknown]	filemap_map_pages	[Unknown]	0
do_numa_page	12.440s	44,336,000,000	39,296,000,000	1.128	33.2%	21.5%	0.0%	10.5%	5.8%	1.3%	35.2%	98.1%	13.8%	0.0%	0.0%	15.0%	3.6 GHz	[Unknown]	do_numa_page	[Unknown]	0
lookdict_split	12.420s	37,168,000,000	21,424,000,000	1.735	18.2%	39.2%	13.5%	0.0%	4.4%	10.7%	40.0%	34.5%	0.0%	0.0%	7.3%	10.1%	3.0 GHz	[Unknown]	lookdict_split	dictobject.c	0
torch::FunctionSignature::parse	12.420s	51,328,000,000	7,488,000,000	6.855	5.6%	46.1%	7.9%	2.9%	0.0%	2.4%	32.7%	66.8%	0.0%	0.0%	3.8%	7.3%	4.1 GHz	[Unknown]	torch::FunctionSignature::parse(_object*, _object*, _object*, _object**, bool)	[Unknown]	0
PyDict_GetItemWithError	12.340s	45,280,000,000	12,112,000,000	3.738	7.5%	19.3%	9.5%	4.6%	0.0%	21.2%	40.1%	62.3%	0.0%	0.0%	15.6%	11.1%	3.7 GHz	[Unknown]	PyDict_GetItemWithError	dictobject.c	0
find_get_entries	12.300s	37,360,000,000	16,656,000,000	2.243	16.4%	9.1%	0.0%	16.1%	28.9%	0.0%	21.3%	78.3%	100.0%	0.0%	0.0%	7.8%	3.0 GHz	[Unknown]	find_get_entries	[Unknown]	0
__GI___libc_malloc	12.220s	40,336,000,000	13,328,000,000	3.026	11.4%	59.6%	11.0%	39.0%	1.9%	19.0%	17.5%	0.0%	0.0%	0.0%	6.7%	0.0%	3.3 GHz	[Unknown]	__GI___libc_malloc	malloc.c	0
_dl_update_slotinfo	11.645s	29,120,000,000	40,400,000,000	0.721	27.7%	43.1%	11.6%	13.4%	0.0%	17.5%	18.5%	0.0%	0.0%	0.0%	9.3%	10.5%	2.5 GHz	[Unknown]	_dl_update_slotinfo	dl-tls.c	0
__pagevec_lru_add_fn	11.280s	38,368,000,000	45,776,000,000	0.838	38.1%	32.8%	15.7%	24.6%	0.0%	0.0%	4.3%	0.0%	0.0%	0.0%	0.8%	6.6%	3.4 GHz	[Unknown]	__pagevec_lru_add_fn	[Unknown]	0
unlink_chunk	10.595s	37,040,000,000	2,624,000,000	14.116	3.2%	24.6%	12.6%	13.4%	3.2%	21.2%	34.4%	60.7%	15.7%	0.0%	1.2%	0.0%	3.5 GHz	[Unknown]	unlink_chunk	malloc.c	0
func@0x291e70	10.575s	30,704,000,000	58,512,000,000	0.525	89.1%	26.4%	0.0%	15.1%	1.0%	0.0%	0.5%	0.0%	0.0%	0.0%	0.0%	44.1%	2.9 GHz	[Unknown]	func@0x291e70	[Unknown]	0
_PyObject_GenericGetAttrWithDict	10.460s	36,432,000,000	26,032,000,000	1.400	29.8%	36.2%	2.0%	15.2%	0.0%	8.9%	28.8%	42.5%	0.0%	0.0%	7.0%	4.1%	3.5 GHz	[Unknown]	_PyObject_GenericGetAttrWithDict	object.c	0
_PyUnicode_FromId	10.200s	31,408,000,000	9,968,000,000	3.151	12.5%	44.0%	3.6%	0.0%	10.0%	37.3%	50.1%	28.9%	0.0%	0.0%	1.0%	0.0%	3.1 GHz	[Unknown]	_PyUnicode_FromId	unicodeobject.c	0
__tls_get_addr	10.125s	29,168,000,000	14,592,000,000	1.999	15.0%	44.8%	18.0%	11.3%	3.6%	21.1%	29.3%	15.1%	0.0%	0.0%	0.5%	9.3%	2.9 GHz	[Unknown]	__tls_get_addr	tls_get_addr.S	0
PyObject_SetAttr	10.100s	25,872,000,000	8,640,000,000	2.994	15.5%	29.9%	5.5%	0.0%	5.2%	15.4%	63.2%	48.4%	0.0%	0.0%	10.4%	5.4%	2.6 GHz	[Unknown]	PyObject_SetAttr	object.c	0
frame_dealloc	9.650s	29,296,000,000	17,408,000,000	1.683	20.9%	37.7%	19.7%	0.0%	6.7%	15.0%	37.4%	47.6%	0.0%	0.0%	1.5%	12.3%	3.0 GHz	[Unknown]	frame_dealloc	frameobject.c	0
__GI___pthread_mutex_lock	9.645s	29,424,000,000	19,680,000,000	1.495	17.2%	57.4%	14.7%	27.0%	0.0%	25.0%	38.7%	8.9%	0.0%	0.0%	0.5%	1.1%	3.1 GHz	[Unknown]	__GI___pthread_mutex_lock	pthread_mutex_lock.c	0
memcpy_erms	9.510s	33,552,000,000	3,680,000,000	9.117	16.7%	14.8%	7.4%	18.3%	5.8%	28.2%	42.9%	0.0%	0.0%	0.0%	65.3%	10.7%	3.5 GHz	[Unknown]	memcpy_erms	[Unknown]	0
